target,seed,conv,pool,loss,lambda1,explainer,acc_train,acc_test,f1_train,f1_test,global_dir_train,global_dir_test,local_dir_train,local_dir_test
1Q3W-ATU,1337,nn,mean,MSE+AC,1.0,cam,0.4898589065255732,0.5410533910533911,0.4004123752229813,0.4500885478158206,0.8383838383838383,0.8545454545454545,0.6308851224105462,0.7246376811594203
1Q3W-ATU,1337,nn,mean,MSE,1.0,cam,0.4085608064774731,0.491082251082251,0.3201599326599326,0.3784776334776334,0.4090909090909091,0.4363636363636363,0.4519774011299435,0.3840579710144927
1OYN-4RR,1337,nn,mean,MSE+UCN,1.0,cam,0.5402256611667042,0.4452714902890495,0.4169540946925237,0.394740733939477,0.4289655172413793,0.2288557213930348,0.39104797641383,0.328922495274102
1OYN-4RR,1337,nn,mean,MSE+AC,1.0,cam,0.2897338486958162,0.2118657403062582,0.1770233224066895,0.1618230503766061,0.0910344827586207,0.0696517412935323,0.2310372554274993,0.1947069943289225
1OYN-4RR,1337,nn,mean,MSE,1.0,cam,0.3349128805935414,0.2306480215391541,0.2212198042296761,0.14533823726434,0.1627586206896551,0.0895522388059701,0.3181452693647815,0.2911153119092627
3TK5-D1Q,1337,nn,mean,MSE+UCN,1.0,cam,0.5,0.5,0.5,0.5,0.9583333333333334,0.9230769230769232,0.6927374301675978,0.78125
3TK5-D1Q,1337,nn,mean,MSE+AC,1.0,cam,0.4956065329686653,0.3911673262634801,0.3449611119382456,0.3010877883875595,0.5833333333333334,0.4615384615384615,0.4972067039106145,0.46875
3TK5-D1Q,1337,nn,mean,MSE,1.0,cam,0.5226276208812973,0.5921131752862523,0.3053093740853491,0.3517143548035996,0.3958333333333333,0.4615384615384615,0.3519553072625698,0.46875
3DBS-GD9,1337,nn,mean,MSE+UCN,1.0,cam,0.4445989990688132,0.4113440379065379,0.283276922884152,0.3062320951107716,0.175438596491228,0.0625,0.3780918727915194,0.2987012987012987
3DBS-GD9,1337,nn,mean,MSE+AC,1.0,cam,0.4447932521268434,0.6052208208458209,0.3743732873050943,0.595054945054945,0.3333333333333333,0.625,0.4734982332155477,0.5324675324675324
3DBS-GD9,1337,nn,mean,MSE,1.0,cam,0.4549509063634451,0.6169147692585193,0.3454730715485156,0.5917405511155511,0.3508771929824561,0.6875,0.4734982332155477,0.5194805194805194
1O42-843,1337,nn,mean,MSE+UCN,1.0,cam,0.5303774481561508,0.5417410224794126,0.3430663352190791,0.3940094510901331,0.7467204843592331,0.8690909090909091,0.7195896433805569,0.7617777777777778
1O42-843,1337,nn,mean,MSE+AC,1.0,cam,0.5143936048425177,0.4516416824567683,0.3073704700383824,0.2617979252363385,0.5660948536831484,0.5418181818181819,0.4697117733268197,0.456
1O42-843,1337,nn,mean,MSE,1.0,cam,0.4457866682703991,0.4197720507125235,0.3044492284976328,0.2637203069339426,0.3572149344096871,0.3963636363636363,0.4213483146067415,0.4542222222222222
3NC9-TR3,1337,nn,mean,MSE+UCN,1.0,cam,0.3762989152914526,0.3499288905538905,0.2736559938306623,0.2446512258749653,0.2189054726368159,0.1607142857142857,0.2886297376093295,0.1954022988505747
3NC9-TR3,1337,nn,mean,MSE+AC,1.0,cam,0.3986146040250518,0.3415669647812505,0.1366173741063996,0.0786718708462406,0.1293532338308457,0.125,0.2682215743440233,0.3103448275862069
3NC9-TR3,1337,nn,mean,MSE,1.0,cam,0.4410070029473014,0.360851177592249,0.1491529025665618,0.0997291515673868,0.2288557213930348,0.2321428571428571,0.4927113702623906,0.3908045977011494
4AZ0-S61,1337,nn,mean,MSE+UCN,1.0,cam,0.488133179081455,0.306671626984127,0.4041370329135889,0.3347990585122938,0.3793103448275862,0.0416666666666666,0.4011461318051575,0.1969696969696969
4AZ0-S61,1337,nn,mean,MSE+AC,1.0,cam,0.3824461777047984,0.343708664021164,0.2388946940671078,0.3003472222222222,0.1149425287356321,0.125,0.5329512893982808,0.4393939393939394
4AZ0-S61,1337,nn,mean,MSE,1.0,cam,0.3759920634920634,0.3844246031746031,0.3409519599174771,0.3956196581196581,0.3908045977011494,0.3333333333333333,0.4527220630372492,0.5
2ICA-2IC,1337,nn,mean,MSE+UCN,1.0,cam,0.3485631810999458,0.4813318130282416,0.2487474978843265,0.4282091097308488,0.6764705882352942,0.4642857142857143,0.6166666666666667,0.3972602739726027
2ICA-2IC,1337,nn,mean,MSE+AC,1.0,cam,0.4584840132634251,0.4986690888476602,0.2113725366969311,0.2521645021645021,0.8137254901960784,0.5357142857142857,0.6625,0.589041095890411
2ICA-2IC,1337,nn,mean,MSE,1.0,cam,0.5071127402009754,0.5113153215831787,0.3207469593715268,0.3232304285350504,0.8333333333333334,0.3928571428571428,0.7041666666666667,0.6027397260273972
1W0X-OLO,1337,nn,mean,MSE+UCN,1.0,cam,0.4665458271206291,0.4892107996528914,0.3405066745625626,0.3114578694446505,0.4350499615680246,0.3817427385892116,0.4968824570856747,0.5167553191489361
1W0X-OLO,1337,nn,mean,MSE+AC,1.0,cam,0.4780037705955016,0.4901933589692926,0.4749674014494345,0.487435800713809,0.6641045349730976,0.7164591977869986,0.5840966823185282,0.5566489361702127
1W0X-OLO,1337,nn,mean,MSE,1.0,cam,0.4295979151280458,0.4487161054893542,0.2975074107870771,0.2922796919012057,0.3662567255956956,0.3817427385892116,0.4012778077130321,0.4537234042553191
4RSS-4MG,1337,nn,mean,MSE+UCN,1.0,cam,0.3807458667357996,0.3050792557610739,0.3369312385042251,0.2357798766889676,0.4731543624161073,0.406060606060606,0.5459651197162282,0.4919786096256685
4RSS-4MG,1337,nn,mean,MSE+AC,1.0,cam,0.3713844018583951,0.2646532423805151,0.273790761317903,0.1357781780509053,0.4295302013422818,0.3090909090909091,0.5013301803133313,0.3775401069518717
4RSS-4MG,1337,nn,mean,MSE,1.0,cam,0.4006405623645556,0.2362593467138922,0.3333193160362031,0.075448642266824,0.4781879194630872,0.296969696969697,0.5217262784510789,0.4385026737967914
2HXL-422,1337,nn,mean,MSE+UCN,1.0,cam,0.5956470493108423,0.6029406791125541,0.4980552428018033,0.4315159972788649,0.853448275862069,0.9375,0.6481481481481481,0.7464788732394366
2HXL-422,1337,nn,mean,MSE+AC,1.0,cam,0.4754416082002289,0.4966765873015873,0.4441640256295429,0.4642282196969697,0.1896551724137931,0.1875,0.4208754208754209,0.4788732394366197
2HXL-422,1337,nn,mean,MSE,1.0,cam,0.4356289184952978,0.4554698773448773,0.265621166744125,0.2208180708180708,0.293103448275862,0.15625,0.3585858585858585,0.3591549295774648
4HBP-17J,1337,nn,mean,MSE+UCN,1.0,cam,0.4989027754652754,0.4703557667598764,0.4701002900295751,0.452834228176694,0.6363636363636364,0.3561643835616438,0.5996309963099631,0.5126582278481012
4HBP-17J,1337,nn,mean,MSE+AC,1.0,cam,0.4804586984984711,0.4047418715226934,0.2668817819386,0.1438682322243966,0.4545454545454545,0.273972602739726,0.4538745387453874,0.3227848101265823
4HBP-17J,1337,nn,mean,MSE,1.0,cam,0.5044861336054519,0.5072324935338633,0.4368961530893349,0.4673089467610015,0.4015151515151515,0.3287671232876712,0.4428044280442804,0.4113924050632911
3N3G-93N,1337,nn,mean,MSE+UCN,1.0,cam,0.1575952380952381,0.4523809523809524,0.1535640655640655,0.4523809523809524,0.7733333333333333,0.6190476190476191,0.673728813559322,0.5866666666666667
3N3G-93N,1337,nn,mean,MSE+AC,1.0,cam,-0.0378300218300218,0.4808578987150416,-0.0868076466017642,0.3151360544217687,0.28,0.7142857142857143,0.3601694915254237,0.4266666666666667
3N3G-93N,1337,nn,mean,MSE,1.0,cam,-0.0784057701557701,0.6403976975405546,-0.0979553170141405,0.6796485260770975,0.1733333333333333,0.4285714285714285,0.3601694915254237,0.76
2BUB-FPB,1337,nn,mean,MSE+UCN,1.0,cam,0.4651192427793122,0.4200220060061268,0.408597952680329,0.3749357552864861,0.6085501293169024,0.5142387732749178,0.6369134363159429,0.6052825552825553
2BUB-FPB,1337,nn,mean,MSE+AC,1.0,cam,0.390793013499549,0.3663172464529454,0.2935308487987247,0.2722099011998232,0.3751711547238703,0.3044906900328587,0.3644345671815797,0.3443488943488944
2BUB-FPB,1337,nn,mean,MSE,1.0,cam,0.4512431799230065,0.4447596705503332,0.4481967087953323,0.441117620552767,0.7091130381865206,0.7278203723986857,0.587510929758088,0.5909090909090909
1XOW-R18,1337,nn,mean,MSE+UCN,1.0,cam,0.3768402834858531,0.4127719502719502,0.2886774978297296,0.2988455988455988,0.5189873417721519,0.5909090909090909,0.5731225296442688,0.5294117647058824
1XOW-R18,1337,nn,mean,MSE+AC,1.0,cam,0.3876860481290861,0.4691142191142191,0.3734177215189873,0.4545454545454545,0.759493670886076,0.6363636363636364,0.4505928853754941,0.4823529411764706
1XOW-R18,1337,nn,mean,MSE,1.0,cam,0.4968158423854626,0.6070658508158508,0.3993896925858951,0.5190254820936638,0.5949367088607594,0.6818181818181818,0.6600790513833992,0.6470588235294118
4JQA-ID8,1337,nn,mean,MSE+UCN,1.0,cam,0.4303565855181023,0.3931758056758055,0.2732744783306581,0.2337662337662337,0.5786516853932584,0.6363636363636364,0.5720130932896891,0.5799373040752351
4JQA-ID8,1337,nn,mean,MSE+AC,1.0,cam,0.3877875869448903,0.3420033670033669,0.1603676208311039,0.1115440115440115,0.1910112359550561,0.3232323232323232,0.5188216039279869,0.5360501567398119
4JQA-ID8,1337,nn,mean,MSE,1.0,cam,0.4788266898519707,0.4091931216931216,0.3815632245407526,0.2850729517396184,0.297752808988764,0.4747474747474747,0.4869067103109656,0.5172413793103449
4KFO-1QS,1337,nn,mean,MSE+UCN,1.0,cam,0.4446589856666387,0.5075569320939691,0.3493458741677011,0.388584232711913,0.3979591836734694,0.419753086419753,0.4996930632289748,0.5076628352490421
4KFO-1QS,1337,nn,mean,MSE+AC,1.0,cam,0.409900207030309,0.4883187799854467,0.2911227130697814,0.3547215869827955,0.2925170068027211,0.5185185185185185,0.4112952731737262,0.5057471264367817
4KFO-1QS,1337,nn,mean,MSE,1.0,cam,0.4341644325062692,0.4683921702440221,0.3281826394430131,0.3556058612975824,0.3979591836734694,0.4320987654320987,0.5303867403314917,0.5076628352490421
4OBZ-2S4,1337,nn,mean,MSE+UCN,1.0,cam,0.4476892420176598,0.5113633320057436,0.3792881796580367,0.3901794136200492,0.6085700529610014,0.6637781629116117,0.5130814757453399,0.5708721056048475
4OBZ-2S4,1337,nn,mean,MSE+AC,1.0,cam,0.3954325113244171,0.414832058485108,0.3095803252143637,0.2589061548100574,0.4082811747713047,0.32842287694974,0.4089274849272636,0.4895044362692058
4OBZ-2S4,1337,nn,mean,MSE,1.0,cam,0.4331406419507327,0.4538736412350064,0.3148427983349704,0.2888479521450473,0.4581126624939817,0.4194107452339688,0.4444936113723104,0.5124431941138282
3POZ-03P,1337,nn,mean,MSE+UCN,1.0,cam,0.4752764376973237,0.4018078512396694,0.3584830334966881,0.3087280051495228,0.6012658227848101,0.4545454545454545,0.4539130434782609,0.358974358974359
3POZ-03P,1337,nn,mean,MSE+AC,1.0,cam,0.3983053602515627,0.4895709404232131,0.2032722422567917,0.3305597811279629,0.3354430379746835,0.4318181818181818,0.3478260869565217,0.3525641025641026
3POZ-03P,1337,nn,mean,MSE,1.0,cam,0.4493732006390235,0.3976267104108013,0.2903352066978276,0.2332066292293565,0.310126582278481,0.3181818181818182,0.4069565217391304,0.4294871794871794
3TV7-07Q,1337,nn,mean,MSE+UCN,1.0,cam,0.3425948583580163,0.3972260483624119,0.2646642991511412,0.2888801854710945,0.4947368421052631,0.4734848484848485,0.5196641626159965,0.5641952983725136
3TV7-07Q,1337,nn,mean,MSE+AC,1.0,cam,0.3108708323839902,0.2848581185228913,0.2215932649222123,0.1638449408335771,0.3263157894736842,0.2424242424242424,0.3963764913831197,0.3670886075949367
3TV7-07Q,1337,nn,mean,MSE,1.0,cam,0.3441449077238551,0.3132489669421487,0.2689490189802231,0.2255343772389227,0.3294736842105263,0.303030303030303,0.4149359257622624,0.3707052441229656
4HMN-16J,1337,nn,mean,MSE+UCN,1.0,cam,0.4615740740740741,0.275,0.4375132275132274,0.2497142857142857,0.5111111111111111,0.28,0.5252918287937743,0.4264705882352941
4HMN-16J,1337,nn,mean,MSE+AC,1.0,cam,0.5934259259259259,0.3759999999999999,0.5432539682539682,0.3223809523809524,0.7111111111111111,0.4,0.5019455252918288,0.4558823529411764
4HMN-16J,1337,nn,mean,MSE,1.0,cam,0.5909259259259259,0.4863333333333333,0.5272751322751321,0.4155238095238095,0.5666666666666667,0.56,0.6342412451361867,0.6470588235294118
3A2C-PDY,1337,nn,mean,MSE+UCN,1.0,cam,0.5483815762296775,0.4896780303030303,0.4683483534749357,0.4358581759149941,0.810126582278481,0.6136363636363636,0.6703755215577191,0.5111111111111111
3A2C-PDY,1337,nn,mean,MSE+AC,1.0,cam,0.4155990282572561,0.4704545454545455,0.3581374321880651,0.4545454545454545,0.2911392405063291,0.3636363636363636,0.4214186369958275,0.5888888888888889
3A2C-PDY,1337,nn,mean,MSE,1.0,cam,0.4459148446490218,0.475,0.4219409282700422,0.4659090909090909,0.1518987341772152,0.2272727272727272,0.3991655076495132,0.5277777777777778
1OIR-HDY,1337,nn,mean,MSE+UCN,1.0,cam,0.7077730483762389,0.8052617521367522,0.4423728813559322,0.5,0.9322033898305084,0.9375,0.5214285714285715,0.5333333333333333
1OIR-HDY,1337,nn,mean,MSE+AC,1.0,cam,0.4845719252498913,0.5588141025641026,0.4152542372881356,0.5,0.8135593220338984,1.0,0.4785714285714286,0.4888888888888889
1OIR-HDY,1337,nn,mean,MSE,1.0,cam,0.4388085742771685,0.5,0.4274952919020715,0.5,0.2372881355932203,0.0,0.6142857142857143,0.5555555555555556
2PZY-B18,1337,nn,mean,MSE+UCN,1.0,cam,0.5121455715600218,0.505514891728352,0.436298335866801,0.3430201805471803,0.3857758620689655,0.1627906976744186,0.4066869300911854,0.4131455399061033
2PZY-B18,1337,nn,mean,MSE+AC,1.0,cam,0.5150750278043902,0.5441365043005731,0.2918782055082785,0.3073889046033095,0.4482758620689655,0.4961240310077519,0.5750759878419452,0.4436619718309859
2PZY-B18,1337,nn,mean,MSE,1.0,cam,0.3543211787941457,0.3777192527714524,0.1558362578516661,0.1592005724233058,0.0711206896551724,0.0620155038759689,0.2261398176291793,0.3732394366197183
4MXO-DB8,1337,nn,mean,MSE+UCN,1.0,cam,0.4511786284353615,0.4453566191970269,0.3072586354075371,0.2696932145726494,0.564463261403988,0.5589970501474927,0.494963858277047,0.5181518151815182
4MXO-DB8,1337,nn,mean,MSE+AC,1.0,cam,0.4414275946028508,0.4667098920269669,0.2180745328362676,0.2262062416834921,0.2670035509423655,0.2143559488692232,0.3650511514002449,0.3334768259434639
4MXO-DB8,1337,nn,mean,MSE,1.0,cam,0.4825397310190927,0.5002861970640198,0.3837255146579083,0.3805865950732077,0.4793772193389784,0.4655850540806293,0.4608365920132717,0.4666379681446405
4WOT-3SG,1337,nn,mean,MSE+UCN,1.0,cam,0.3892843513330714,0.3393272901341553,0.1876518819440672,0.2785646600965151,0.2516778523489933,0.216867469879518,0.4179566563467492,0.5368421052631579
4WOT-3SG,1337,nn,mean,MSE+AC,1.0,cam,0.3928042463668256,0.3562006787481441,0.2509319812720397,0.2526989158593,0.3959731543624161,0.5301204819277109,0.4071207430340557,0.3789473684210526
4WOT-3SG,1337,nn,mean,MSE,1.0,cam,0.3745121229418635,0.3131143897185618,0.1829424493657081,0.2622885996282056,0.3255033557046979,0.4216867469879518,0.434984520123839,0.3421052631578947
3OCS-746,1337,nn,mean,MSE+UCN,1.0,cam,0.4315290798540338,0.4800726005878017,0.2917372430037896,0.310177692350758,0.2352231604342581,0.2956521739130435,0.4757770561336072,0.4648411829134721
3OCS-746,1337,nn,mean,MSE+AC,1.0,cam,0.483492465871591,0.4837335821678827,0.2750556794909785,0.2654247652131485,0.379372738238842,0.3413043478260869,0.4171913314334945,0.4074479737130339
3OCS-746,1337,nn,mean,MSE,1.0,cam,0.3789612597815096,0.3708604962650935,0.2087184253500274,0.2086487018310835,0.1767189384800965,0.158695652173913,0.2673470740274372,0.2893756845564074
3E37-ED5,1337,nn,mean,MSE+UCN,1.0,cam,0.4971570184705393,0.460316338073691,0.2940229885057471,0.296875,0.396551724137931,0.4375,0.6149732620320856,0.5795454545454546
3E37-ED5,1337,nn,mean,MSE+AC,1.0,cam,0.5612917041115771,0.36459259184443,0.4076034329477267,0.2142361111111111,0.5172413793103449,0.6875,0.5454545454545454,0.6818181818181818
3E37-ED5,1337,nn,mean,MSE,1.0,cam,0.6454342919633301,0.8258221557853911,0.4302682231561541,0.55625,0.603448275862069,1.0,0.5748663101604278,0.5568181818181818
1ZTQ-033,1337,nn,mean,MSE+UCN,1.0,cam,0.291528222739523,0.3641735767921726,0.1914410662977091,0.2528156735914911,0.2162162162162162,0.3548387096774194,0.4224422442244224,0.4083333333333333
1ZTQ-033,1337,nn,mean,MSE+AC,1.0,cam,0.4762845351274143,0.5120559969231695,0.2460868618696051,0.2863617340747072,0.8558558558558559,0.8064516129032258,0.6468646864686468,0.7916666666666666
1ZTQ-033,1337,nn,mean,MSE,1.0,cam,0.4595820063892818,0.4995899683281088,0.1912056376065663,0.32402252169305,0.6216216216216216,0.6451612903225806,0.6204620462046204,0.55
4XHK-3YR,1337,nn,mean,MSE+UCN,1.0,cam,0.5365295977864097,0.3495339965766003,0.4105701725917193,0.2759385107848774,0.8433242506811989,0.8578431372549019,0.6409506398537477,0.6144578313253012
4XHK-3YR,1337,nn,mean,MSE+AC,1.0,cam,0.3327136740794779,0.1266259499823513,0.2398159684343367,0.0423532956871601,0.2506811989100817,0.1911764705882352,0.4468007312614259,0.4171686746987952
4XHK-3YR,1337,nn,mean,MSE,1.0,cam,0.2892239373932153,0.0882078505564664,0.1584454794284093,0.0090082678135855,0.1839237057220708,0.1568627450980392,0.3001828153564899,0.3027108433734939
4OCZ-2RU,1337,nn,mean,MSE+AC,1.0,cam,0.3494847092172313,0.3986899817020962,0.26930987389218,0.311307460199638,0.3512851897184822,0.5154185022026432,0.3153473344103392,0.3301662707838479
4OCZ-2RU,1337,nn,mean,MSE,1.0,cam,0.3679676034120198,0.3648136188334426,0.2611078744526361,0.2367656958544971,0.3427172582619339,0.4889867841409692,0.3715670436187399,0.3954869358669833
4L23-X6K,1337,nn,mean,MSE+AC,1.0,cam,0.2631435316384296,0.4220560303893637,0.0919390872363365,0.3903999776548796,0.1020408163265306,0.5185185185185185,0.5819070904645477,0.6
4L23-X6K,1337,nn,mean,MSE,1.0,cam,0.2976515264780571,0.514957264957265,0.080808852801334,0.526784755770263,0.1326530612244898,0.4814814814814814,0.3691931540342298,0.7142857142857143
2TCL-RO4,1337,nn,mean,MSE+UCN,1.0,cam,0.5139696901539007,0.5247682433600154,0.3982452533934458,0.4344366029567583,0.7017543859649122,0.6835443037974683,0.5702479338842975,0.6818181818181818
2TCL-RO4,1337,nn,mean,MSE+AC,1.0,cam,0.4664806075990286,0.4214838431610583,0.2619888001002552,0.3218528834035163,0.7298245614035088,0.569620253164557,0.4975206611570248,0.4545454545454545
2TCL-RO4,1337,nn,mean,MSE,1.0,cam,0.3503936682226156,0.2897234270651992,0.2666096934689092,0.2102383266496406,0.4,0.3164556962025316,0.4024793388429752,0.3668831168831168
1P2A-5BN,1337,nn,mean,MSE+AC,1.0,cam,0.3461640211640212,0.5318795093795095,0.2867277270055048,0.4374603174603174,0.7407407407407407,0.7333333333333333,0.676923076923077,0.7
1P2A-5BN,1337,nn,mean,MSE,1.0,cam,0.2442680776014109,0.5291378066378066,0.1410774410774411,0.3606060606060606,0.2962962962962963,0.3333333333333333,0.4,0.4
2P4J-23I,1337,nn,mean,MSE+UCN,1.0,cam,0.6296760006337325,0.4414871782843918,0.5302535619057238,0.3846893917642675,0.9595588235294118,0.9333333333333332,0.5858524788391778,0.6287128712871287
2P4J-23I,1337,nn,mean,MSE+AC,1.0,cam,0.5319659647400496,0.4448681787195719,0.4821696466502505,0.3743344228755993,0.5220588235294118,0.68,0.4522370012091898,0.4579207920792079
2P4J-23I,1337,nn,mean,MSE,1.0,cam,0.4667041648408174,0.4603309769579119,0.2881204874627143,0.315928597771387,0.5808823529411765,0.72,0.5344619105199516,0.5222772277227723
5DXU-5H5,1337,nn,mean,MSE+UCN,1.0,cam,0.462578884260734,0.4256059728507776,0.3144726759221987,0.2560018040229267,0.272,0.3309352517985611,0.5399484536082474,0.5141430948419301
5DXU-5H5,1337,nn,mean,MSE+AC,1.0,cam,0.4896444108480099,0.5054586927415291,0.2873088459274083,0.2665262746575674,0.364,0.3669064748201439,0.4445876288659793,0.4309484193011647
5DXU-5H5,1337,nn,mean,MSE,1.0,cam,0.5571677749623958,0.5520247197979007,0.3435676500090148,0.3163635657456176,0.666,0.7482014388489209,0.5322164948453608,0.5324459234608985
3OQK-S52,1337,nn,mean,MSE+UCN,1.0,cam,0.3035145492950509,0.3096692527973367,0.2217785063621435,0.2336653077059786,0.175108538350217,0.1666666666666666,0.417919422730006,0.4150085275724843
3OQK-S52,1337,nn,mean,MSE+AC,1.0,cam,0.4218627419328578,0.4729388311265367,0.2918879513146022,0.3461442420426795,0.3936324167872648,0.5208333333333334,0.39792543595911,0.4155770324047754
3OQK-S52,1337,nn,mean,MSE,1.0,cam,0.4084389224978871,0.4553739803842599,0.3340212524416539,0.3550867698625851,0.3560057887120115,0.3333333333333333,0.3801864101022248,0.3700966458214895
3G0B-T22,1337,nn,mean,MSE+UCN,1.0,cam,0.4959306076129384,0.525716067597861,0.4210452461399957,0.4417260921847256,0.6992481203007519,0.6684782608695652,0.5553080920564217,0.5862595419847328
3G0B-T22,1337,nn,mean,MSE+AC,1.0,cam,0.4540603131204634,0.537294985358844,0.2327888174815477,0.3635118200484922,0.4691729323308271,0.75,0.5137342242019303,0.5908396946564886
3G0B-T22,1337,nn,mean,MSE,1.0,cam,0.4427753428693278,0.5043220366589931,0.2176209303498114,0.3522925812288024,0.269172932330827,0.391304347826087,0.4795842613214551,0.5893129770992367
