target,seed,conv,pool,loss,lambda1,explainer,acc_train,acc_test,f1_train,f1_test,global_dir_train,global_dir_test,local_dir_train,local_dir_test,rmse_test,pcc_test,n_compounds,n_pairs_init,n_pairs,n_pairs_train,n_pairs_test
1Q3W-ATU,1337,,,,,rf,0.6535696248196248,0.7101948051948052,0.6107236324281778,0.6445106913288731,0.9181818181818182,0.9272727272727272,0.8175675675675675,0.7898550724637681,,,35,378,275,220,55
4DDL-0JQ,1337,,,,,rf,0.5080110202467739,0.6900700729486848,0.478616295282088,0.5258481873065206,0.8506944444444444,0.9583333333333334,0.8263157894736842,0.9087837837837838,,,54,575,360,288,72
2QN1-0AS,1337,,,,,rf,0.6414026275868382,0.7287037037037037,0.5681293441180534,0.6601167546356563,0.945906432748538,0.953216374269006,0.793392275476966,0.8082901554404145,,,120,1028,855,684,171
3NC9-TR3,1337,,,,,rf,0.806840412811395,0.7235097244025815,0.749018077446801,0.6588054884929885,0.9910714285714286,1.0,0.9060913705583756,0.9770114942528736,,,72,417,280,224,56
1XJD-STO,1337,,,,,rf,0.696242232353758,0.7863068720661758,0.4480780299642175,0.5177012529953706,0.9593908629441624,1.0,0.8205470313542361,0.8656330749354005,,,32,251,246,197,49
2V0M-KKK,1337,,,,,rf,0.8735804738562092,0.5737161531279179,0.6693181818181818,0.5454545454545455,1.0,0.9,1.0,1.0,,,27,111,100,80,20
4JZE-1NK,1337,,,,,rf,0.7469306546921077,0.7193719662073127,0.5731830970654043,0.6120760478988716,0.9615384615384616,0.971830985915493,0.7759952465834818,0.7855421686746988,,,38,374,357,286,71
4O04-2Q8,1337,,,,,rf,0.3933229559041247,-0.1198621553884711,0.3717486185315183,-0.095592346250241,0.935064935064935,0.7105263157894737,0.9520833333333332,0.6818181818181818,,,60,246,192,154,38
1H01-FAL,1337,,,,,rf,0.7554852112756525,0.7190976507152977,0.6434229086136752,0.5564884913206462,0.9852941176470588,1.0,0.8443935926773455,0.8165137614678899,,,34,189,170,136,34
1Q6K-TCO,1337,,,,,rf,0.5612891737891738,0.5934422059422059,0.4969280719280719,0.4876617328540405,0.6923076923076923,0.7948717948717948,0.7615571776155717,0.7633587786259542,,,35,294,195,156,39
4A7C-E46,1337,,,,,rf,0.8444132256632257,0.6185037185037185,0.8198123749073379,0.4580419580419581,1.0,0.9230769230769232,0.8835616438356164,0.5862068965517241,,,30,99,65,52,13
2FME-3QC,1337,,,,,rf,0.6315963203463203,0.8008818342151676,0.5549526231344413,0.7333333333333334,0.990909090909091,1.0,0.8186666666666667,0.8409090909090909,,,32,151,137,110,27
3S7S-EXM,1337,,,,,rf,0.5989056904098686,0.3380353817504655,0.5751834400511281,0.3097676687062162,0.9637883008356546,0.905027932960894,0.8476635514018691,0.8019017432646592,,,76,953,897,718,179
4OCZ-2RU,1337,,,,,rf,0.6793041406295326,0.6452781646889576,0.5948183305759549,0.5499563864261506,0.9438325991189428,0.9515418502202644,0.880648899188876,0.9121140142517816,,,105,1375,1135,908,227
4U43-3D8,1337,,,,,rf,0.5217748504249153,0.6595058028391362,0.3684262790616382,0.5259259259259259,0.7900552486187845,0.7333333333333333,0.8472622478386167,0.92,,,34,242,226,181,45
1YHO-TOP,1337,,,,,rf,0.6668670321448099,0.6477056277056278,0.5234760755070926,0.4371626984126984,0.9135802469135802,1.0,0.7544483985765125,0.9056603773584906,,,25,122,101,81,20
4UYE-9F9,1337,,,,,rf,0.6783006345506346,0.804750639572068,0.6612171840375621,0.7733617572903286,0.9583333333333334,1.0,0.8852813852813853,0.83,,,41,270,210,168,42
3POZ-03P,1337,,,,,rf,0.7673948526221253,0.6941976584022038,0.7687293780751335,0.6760647289469763,0.9772727272727272,0.9318181818181818,0.9346811819595644,0.935897435897436,,,36,221,220,176,44
4IS9-LTF,1337,,,,,rf,-0.0173897149858688,-0.1233727810650887,-0.0058059995559995,-0.1036519036519036,0.9615384615384616,0.9230769230769232,0.9285714285714286,1.0,,,17,66,65,52,13
2B55-D31,1337,,,,,rf,0.3135276051984977,0.1797052423573722,0.3213459462317602,0.1526404908126876,0.956896551724138,0.9655172413793104,0.9528301886792452,0.9871794871794872,,,35,156,145,116,29
3K3B-L31,1337,,,,,rf,0.6829663825757576,0.7280844155844156,0.5840537776617322,0.6381739472648564,0.9914772727272728,1.0,0.8141993957703928,0.8734177215189873,,,55,477,440,352,88
1XS7-MMI,1337,,,,,rf,0.6362040237588965,0.6006391761832938,0.5537700080285993,0.5358266276207453,0.9104477611940298,0.92,0.7449596774193549,0.7370892018779343,,,38,296,251,201,50
3IGB-454,1337,,,,,rf,0.5504961976429368,0.734402252337035,0.4978325966240726,0.6843900401209595,0.8695652173913043,0.9565217391304348,0.8184210526315789,0.7938931297709924,,,24,139,115,92,23
3G6Z-A7T,1337,,,,,rf,0.7354088763309637,0.706726247326934,0.5758584608086142,0.5481244848693132,0.9121621621621622,0.8864864864864865,0.8150160533465053,0.8356973995271868,,,71,928,925,740,185
1NAX-IH5,1337,,,,,rf,0.7261062071608947,0.047953869047619,0.6642795138888888,0.0548691351540616,1.0,0.5,0.8668941979522184,0.7166666666666667,,,27,179,160,128,32
4XMO-46G,1337,,,,,rf,0.749650314962815,0.5984447496947497,0.7140090118215119,0.5054939504939505,0.95,0.9,0.8494318181818182,0.8444444444444444,,,36,104,100,80,20
3ARN-MSJ,1337,,,,,rf,0.6633597883597884,0.7069664902998235,0.6458333333333334,0.5833333333333334,1.0,1.0,0.8450704225352113,0.7959183673469388,,,27,92,90,72,18
4TPT-35H,1337,,,,,rf,0.7534027777777778,0.6416666666666667,0.7634722222222222,0.6572222222222222,1.0,1.0,0.8611111111111112,0.875,,,27,151,150,120,30
3N7R-N7R,1337,,,,,rf,0.83942566852984,0.8584034469115115,0.8292125663792931,0.8748414105175316,0.99601593625498,1.0,0.9173871277617676,0.9018987341772152,,,41,321,313,251,62
2Q59-240,1337,,,,,rf,0.759334671476065,0.5408724813437928,0.6685696358567104,0.4715188097489876,0.9795081967213116,0.8360655737704918,0.7159162967660114,0.6819484240687679,,,38,352,305,244,61
1OHJ-COP,1337,,,,,rf,0.4733955473538807,0.8884011050677717,0.463482775001635,0.6933333333333334,0.9027777777777778,1.0,0.8050847457627118,0.7575757575757576,,,31,217,90,72,18
1D3G-BRE,1337,,,,,rf,0.6937445391000436,0.7549075287607399,0.622415343246428,0.6764013434547702,0.9105504587155964,0.9357798165137616,0.8368794326241135,0.827683615819209,,,42,591,545,436,109
3IWE-646,1337,,,,,rf,0.7590578279082238,0.7929673318134857,0.6336360544821931,0.628373700570238,0.9807692307692308,0.953846153846154,0.7777448071216617,0.7558139534883721,,,78,1428,975,780,195
3Q8W-AZV,1337,,,,,rf,0.7286413648663119,0.6935273790536949,0.6775662374180454,0.6528285583239144,0.9956140350877192,1.0,0.7993366500829188,0.6582914572864321,,,46,294,285,228,57
5EDH-5MF,1337,,,,,rf,0.6733508933876581,0.7296482451073556,0.6050852680737336,0.6593613127121396,0.9164275466284074,0.9426111908177904,0.8286526533425224,0.8451479697178252,,,132,3624,3485,2788,697
3FH5-24P,1337,,,,,rf,0.7405794445979917,0.7080636511751063,0.6802017802941517,0.6341455405323438,0.9783616692426584,0.9721362229102168,0.880551724137931,0.8392857142857143,,,115,1691,1617,1294,323
4XJ0-41B,1337,,,,,rf,0.7692339384100748,0.7972025449298176,0.6245121040575586,0.5573051948051948,0.9659090909090908,1.0,0.8242280285035629,0.8672566371681416,,,43,156,110,88,22
3KWZ-KWZ,1337,,,,,rf,0.5816949315304578,0.7436657932710563,0.5901139259729192,0.6080379708307495,0.8210526315789474,0.8842105263157894,0.900578034682081,0.9205020920502092,,,53,561,475,380,95
4M0F-1YK,1337,,,,,rf,0.6849013786513786,0.6253998316498317,0.6402077277077277,0.3789742664742664,0.945945945945946,0.9444444444444444,0.8349514563106796,0.7540983606557377,,,17,94,92,74,18
4AZ0-S61,1337,,,,,rf,0.6961395992323828,0.7114087301587301,0.5632232345335981,0.7195779914529915,0.9587628865979382,1.0,0.727979274611399,0.9090909090909092,,,30,136,121,97,24
2ICA-2IC,1337,,,,,rf,0.5917191908968225,0.8308306277056278,0.522569681780208,0.7904761904761904,0.9298245614035088,0.9642857142857144,0.8863636363636364,0.9041095890410958,,,33,143,142,114,28
2F8C-ZOL,1337,,,,,rf,0.2304195999618535,0.1784929954741275,0.12939302481556,0.0309973045822102,0.9483568075117372,0.981132075471698,0.8680555555555556,0.8921568627450981,,,38,293,266,213,53
4QO8-36U,1337,,,,,rf,0.6668233012902129,0.8114682539682538,0.6978747629446223,0.7904208698909786,0.7125,0.925,0.8571428571428571,0.8817204301075269,,,43,450,200,160,40
3TK5-D1Q,1337,,,,,rf,0.8075420623010493,0.7821646302415535,0.7051547425308518,0.5601549732318963,1.0,1.0,0.8743718592964824,0.84375,,,28,76,67,54,13
4MPC-PV2,1337,,,,,rf,0.6012672690557307,0.1636600578908271,0.6031680620258257,0.1621473287025126,1.0,0.8461538461538461,0.8680555555555556,0.75,,,23,70,65,52,13
3I7G-732,1337,,,,,rf,0.6954229797979798,0.7186364762451719,0.645807724998309,0.5451248741842575,0.9492753623188406,0.8840579710144928,0.8429378531073446,0.768,,,49,475,345,276,69
2JBO-P4O,1337,,,,,rf,0.5534636399459664,0.5798218807631458,0.377712803939246,0.4038861237299261,0.6701807228915663,0.6746987951807228,0.5688941454760497,0.5460199004975125,,,62,916,830,664,166
3QAQ-QAQ,1337,,,,,rf,0.752374215476625,0.6559334415584415,0.6456531253218,0.492579365079365,0.9518072289156626,0.95,0.896969696969697,0.9361702127659576,,,21,109,103,83,20
3R43-ID8,1337,,,,,rf,0.8028587753666867,0.8293324291742014,0.6817709979893524,0.7358247940526422,0.9968354430379748,0.9873417721518988,0.8962962962962963,0.8847583643122676,,,57,430,395,316,79
1MS6-BLN,1337,,,,,rf,0.6537008180451827,0.5329042485292486,0.5321130334725104,0.4986776720226798,0.8540372670807453,0.8875,0.8417602996254682,0.8405797101449275,,,57,418,402,322,80
1PYE-PM1,1337,,,,,rf,0.778190985874472,0.660303893637227,0.7648931980353998,0.6207378012933568,0.963302752293578,0.925925925925926,0.9550561797752808,0.9494949494949496,,,29,139,136,109,27
1TFQ-998,1337,,,,,rf,0.3147981460991359,0.200537264639976,0.3160101384065865,0.1911614044238221,0.865625,0.684375,0.7521113543947451,0.7238493723849372,,,104,1878,1600,1280,320
1Q4L-679,1337,,,,,rf,0.8213761324586069,0.8211805555555557,0.7928898707249222,0.830406746031746,0.9948453608247424,1.0,0.8975609756097561,0.9414893617021276,,,72,247,242,194,48
1NFU-RRP,1337,,,,,rf,0.7653656547382877,0.6818009307982569,0.7052152754668501,0.7008530266875317,0.8787878787878788,0.8484848484848485,0.859594383775351,0.9194630872483222,,,37,198,165,132,33
4HF4-15H,1337,,,,,rf,0.743513539411977,0.6065340909090908,0.6982114568813969,0.4821689640768588,0.921875,1.0,0.8648648648648649,0.8301886792452831,,,18,93,80,64,16
1KE5-LS1,1337,,,,,rf,0.5776871723604678,0.5883297258297259,0.581562501189162,0.5513460655506109,0.6420454545454546,0.7954545454545454,0.75,0.808695652173913,,,32,282,220,176,44
3ZIM-KKR,1337,,,,,rf,0.6621384154380477,0.6443014161764161,0.5074170491867989,0.4520285031575354,0.825,0.7333333333333333,0.7393526405451448,0.7111111111111111,,,32,227,150,120,30
2CJI-GSK,1337,,,,,rf,0.719963243728585,0.728224650494997,0.5706489885686439,0.5162221174969024,0.938566552901024,0.9726027397260274,0.8770421324161651,0.8695163104611924,,,77,796,732,586,146
3U6H-03X,1337,,,,,rf,0.7068698851897538,0.6777331171100472,0.5425831715902608,0.5360573213679496,0.9864091559370528,0.988538681948424,0.738882803943045,0.7285067873303167,,,133,1771,1747,1398,349
4JQA-ID8,1337,,,,,rf,0.8159662097162097,0.7173460798460799,0.7553813190176828,0.6516113516113516,0.9797979797979798,0.9393939393939394,0.8974169741697416,0.8213166144200627,,,57,536,495,396,99
4HMN-16J,1337,,,,,rf,0.6991666666666666,0.68,0.7003787878787878,0.6815151515151515,0.92,0.92,0.8315789473684211,0.8823529411764706,,,27,165,125,100,25
3A2C-PDY,1337,,,,,rf,0.7989634103270465,0.8053919880624427,0.7368034037666216,0.7143127705627706,0.9829545454545454,0.9545454545454546,0.8656527249683144,0.7888888888888889,,,36,243,220,176,44
3DUY-AFJ,1337,,,,,rf,0.752173484793941,0.7758654616188387,0.553668797811689,0.6663685289731336,0.9501466275659824,0.976470588235294,0.8083861530960507,0.8273092369477911,,,50,472,426,341,85
4U41-3C8,1337,,,,,rf,0.562775177019363,0.5274340162421557,0.446246433637422,0.4201917430115104,0.936046511627907,0.9534883720930232,0.8420153714773698,0.9396551724137931,,,63,445,430,344,86
3RUK-AER,1337,,,,,rf,0.5850111856823267,0.686036036036036,0.5715883668903803,0.6616044616044616,0.9261744966442952,1.0,0.8296943231441049,0.8141592920353983,,,30,198,186,149,37
2Y0J-AXC,1337,,,,,rf,0.6069256822441536,0.4146492752261983,0.5082456428433182,0.416315872285772,0.9171974522292994,0.9487179487179488,0.8159340659340659,0.8208955223880597,,,37,208,196,157,39
2Q8S-L92,1337,,,,,rf,0.6781045751633987,0.6215277777777778,0.6456582633053222,0.5833333333333334,0.8431372549019608,1.0,0.8674698795180723,0.8,,,16,65,63,51,12
3VJC-ZGA,1337,,,,,rf,0.5541013580599028,0.2496340124769718,0.5011781573494618,0.2563538360528704,0.9310344827586208,0.9310344827586208,0.8664596273291926,0.9054054054054054,,,27,152,145,116,29
2PZY-B18,1337,,,,,rf,0.7689400178854513,0.7502476266070657,0.6649202204912127,0.6367837569427403,1.0,1.0,0.7043335161821174,0.7370892018779343,,,65,653,645,516,129
3WZK-O23,1337,,,,,rf,0.645827353877387,0.5670088336647382,0.5057015340581202,0.4691382285101256,0.9657142857142856,0.8942857142857142,0.7697134136001357,0.7107501933488012,,,104,1841,1750,1400,350
1UZF-X8Z,1337,,,,,rf,0.6268500662262232,0.6429003688619074,0.5586506710529746,0.5399317465751032,0.8898601398601399,0.916083916083916,0.7973950795947902,0.855191256830601,,,62,854,715,572,143
3PI5-3P5,1337,,,,,rf,0.7983007481532055,0.8211625141632588,0.7527544497243603,0.7756715886056418,0.9889240506329114,1.0,0.914327917282127,0.9047044632086853,,,75,804,790,632,158
2B52-D42,1337,,,,,rf,0.8559156065582872,0.8527955500381971,0.7587832651360322,0.8806427592818558,1.0,1.0,0.9629629629629628,0.9767441860465116,,,76,174,163,131,32
1O42-843,1337,,,,,rf,0.6938051252631628,0.6176265522950015,0.5531791971570774,0.4824635175981112,0.94010889292196,0.8981818181818182,0.8341808534158744,0.8260481712756468,,,90,1433,1377,1102,275
4ANW-O92,1337,,,,,rf,0.3980164973914973,0.7768686868686869,0.2544289164941339,0.6133885438233264,0.95,1.0,0.9672131147540984,1.0,,,26,76,75,60,15
3L9H-EMQ,1337,,,,,rf,0.6739358071794848,0.665665366379652,0.648074939278138,0.6381573898890784,0.833729216152019,0.8571428571428571,0.8435940099833611,0.8142857142857143,,,46,538,526,421,105
2VCJ-2EQ,1337,,,,,rf,0.5618935241501851,0.3222934472934473,0.3034184670548307,0.0912698412698412,0.9797979797979798,0.8333333333333334,0.9696356275303644,0.8928571428571429,,,36,127,123,99,24
4KFO-1QS,1337,,,,,rf,0.7166578643069468,0.6871566362307103,0.6067349567096155,0.572405236680034,0.8837920489296636,0.8395061728395061,0.7930654925701706,0.7547892720306514,,,48,451,408,327,81
1HY7-MBS,1337,,,,,rf,0.6370010388429445,0.6697928544766779,0.5130117701253037,0.5047836099393644,0.8743760399334443,0.7766666666666666,0.7380952380952381,0.6614535418583257,,,79,1526,1502,1202,300
2YDI-YDI,1337,,,,,rf,0.685934464086638,0.6491128798737495,0.6664782946458598,0.5235408491565853,0.982608695652174,0.8869565217391304,0.8116627265563435,0.676923076923077,,,65,1019,575,460,115
3FYJ-B97,1337,,,,,rf,0.4910588930403498,0.623785718027291,0.4498126868204029,0.5362836610768958,0.8707865168539326,0.898876404494382,0.9105263157894736,0.6932515337423313,,,71,567,445,356,89
4YFF-4CV,1337,,,,,rf,0.6705049229853407,0.2933488149277622,0.5949125555520357,0.245985594891412,0.9033942558746736,0.7157894736842105,0.8072957969865187,0.6631944444444444,,,59,506,478,383,95
1H1Q-2A6,1337,,,,,rf,0.6115887603387603,0.5300334629138976,0.5727351038643608,0.4363566605131755,0.9972972972972972,0.9347826086956522,0.9291819291819292,0.6666666666666666,,,47,504,462,370,92
3TV7-07Q,1337,,,,,rf,0.5983779386123137,0.5738048094582185,0.5823515784565426,0.515661476323241,0.8295454545454546,0.7916666666666666,0.7519778481012658,0.705244122965642,,,86,1353,1320,1056,264
4FSW-HK6,1337,,,,,rf,0.681815558068687,0.6460540017512119,0.5420383907971539,0.527089925297697,0.9078014184397164,0.8011363636363636,0.8297872340425532,0.7581818181818182,,,62,942,881,705,176
1X0N-DTF,1337,,,,,rf,0.5866364668890606,0.7477437737028529,0.4933642981595319,0.5623543123543123,0.923809523809524,1.0,0.7924130663856691,0.7876712328767124,,,31,270,262,210,52
4ZJW-4P1,1337,,,,,rf,0.7256172839506172,0.2560846560846561,0.7069866476116476,0.2511022927689594,1.0,1.0,0.9041095890410958,0.9302325581395348,,,24,92,90,72,18
1LJT-HDI,1337,,,,,rf,0.7128248316628597,0.7124542124542125,0.6126760563380281,0.6470588235294118,1.0,1.0,0.9736842105263158,0.9803921568627452,,,32,95,88,71,17
1ZD2-NC3,1337,,,,,rf,0.645502965621237,0.6575022887869725,0.540678724586871,0.4713952168804207,0.8694968553459119,0.8805031446540881,0.7666792310591782,0.8145695364238411,,,98,1819,1590,1272,318
2QU2-251,1337,,,,,rf,0.7309368293743294,0.3527498956070384,0.6711664317263393,0.3324260102685145,0.9940476190476192,1.0,0.87893864013267,0.8823529411764706,,,59,232,210,168,42
2F3E-AXQ,1337,,,,,rf,0.7109765441333151,0.4743314799235852,0.5281161703657389,0.3737748843178271,0.8928571428571429,0.7142857142857143,0.9097345132743364,0.6484848484848484,,,24,138,105,84,21
1XOW-R18,1337,,,,,rf,0.6604043998930362,0.7550650738150739,0.6160717300005402,0.6479137353643283,0.9431818181818182,0.9545454545454546,0.8636363636363636,0.8823529411764706,,,22,120,110,88,22
3KFC-61X,1337,,,,,rf,0.7882953364519376,0.7265855582692994,0.7211020497330098,0.6603172251590737,0.9775280898876404,0.8539325842696629,0.8833510074231177,0.8190045248868778,,,48,518,445,356,89
1FM9-570,1337,,,,,rf,0.6529272969804208,0.7308363344399585,0.4705302756146204,0.602982471802803,0.8281535648994516,0.9191176470588236,0.788480635551142,0.846441947565543,,,54,686,683,547,136
2B36-5PP,1337,,,,,rf,0.436468084384751,0.6981481481481482,0.3448135005426672,0.5277777777777778,0.9722222222222222,1.0,0.8013698630136986,0.9666666666666668,,,24,135,90,72,18
2WIH-P48,1337,,,,,rf,0.5633115184537398,0.682161277112823,0.3682951963188084,0.4308000079300813,0.773972602739726,0.9178082191780822,0.7820053715308863,0.7617728531855956,,,81,1664,1095,876,219
3G3E-G3E,1337,,,,,rf,0.592948717948718,0.814102564102564,0.5974358974358974,0.8256410256410257,0.9807692307692308,1.0,0.785234899328859,1.0,,,19,101,65,52,13
2G19-4HG,1337,,,,,rf,0.7210971484655696,0.6975591784102423,0.5878756933379359,0.5927678409061387,0.9894736842105264,1.0,0.7843137254901961,0.6518987341772152,,,45,289,237,190,47
1UDT-VIA,1337,,,,,rf,0.7322082776839188,0.7377973010126607,0.5882261420145404,0.5925944000194104,0.9451763705907352,0.9349766255843605,0.8489289740698985,0.8242565515292788,,,254,13218,11765,9412,2353
4EK6-10K,1337,,,,,rf,0.5949508101851851,0.4643683862433862,0.5789570002974608,0.3708175505050505,0.8020833333333334,0.8333333333333334,0.8112244897959183,0.7192982456140351,,,37,301,120,96,24
1OIQ-HDU,1337,,,,,rf,0.6071541950113379,0.6102654698242934,0.5656733907959359,0.4570540750489704,0.7142857142857143,0.8823529411764706,0.7150837988826816,0.64,,,19,97,87,70,17
2HYY-STI,1337,,,,,rf,0.705484731238203,0.7034498310573712,0.6026682510571687,0.5455336558172584,0.9701365187713312,0.938566552901024,0.8001747742499272,0.8183738120380147,,,82,1470,1465,1172,293
4JAI-XU2,1337,,,,,rf,0.4365699130405013,-0.0589862298195631,0.3674064892548201,-0.0259089594200869,0.9594594594594594,0.8333333333333334,0.9244186046511628,0.7142857142857143,,,24,114,92,74,18
2E2B-406,1337,,,,,rf,0.7324941882549311,0.732865679979124,0.6275711834916607,0.6161552608980667,0.9699367088607594,0.8924050632911392,0.7928767123287671,0.7688679245283019,,,63,856,790,632,158
1SA4-JAN,1337,,,,,rf,0.683904109589041,0.5834525813692479,0.6087296645515824,0.4285379161411153,0.9863013698630136,0.5555555555555556,0.8181818181818182,0.6041666666666666,,,27,100,91,73,18
3KYR-038,1337,,,,,rf,0.5883851969699977,0.6725024975024975,0.5145130336767398,0.4979702806505462,0.9875,1.0,0.7508771929824561,0.7558139534883721,,,23,120,100,80,20
4GG5-0J3,1337,,,,,rf,0.697180723317087,0.5790404040404039,0.6054128008497268,0.5657662412917807,0.9924242424242424,0.9393939393939394,0.806146572104019,0.8,,,25,168,165,132,33
1KE9-LS5,1337,nn,mean,MSE+UCN,1.0,ig,0.5293312524325181,0.6759607816425998,0.4547923250915629,0.4698878471524827,0.9240506329113924,0.9772727272727272,0.7276688453159041,0.8712871287128713,0.1881754249334335,0.9900449045677904,28,221,220,176,44
1KE9-LS5,1337,nn,mean,MSE,1.0,ig,0.5349563762538445,0.5666236541236542,0.4559502942769277,0.4270854574368445,0.9430379746835444,0.9545454545454546,0.7712418300653595,0.8514851485148515,0.1081978343427181,0.9955820082963632,28,221,220,176,44
1KE9-LS5,1337,nn,mean,MSE+AC,1.0,ig,0.5792188911650936,0.5940443710330073,0.5070220978407187,0.4903795664613222,0.9367088607594936,1.0,0.7973856209150327,0.8316831683168316,0.0934325139969587,0.996353674984236,28,221,220,176,44
4JIA-1K3,1337,nn,mean,MSE+UCN,1.0,ig,0.5569856638750117,0.5603539644556984,0.3639662958760442,0.3556357626305496,0.7261410788381742,0.7014925373134329,0.6286716352476984,0.5970149253731343,0.3790016323328018,0.9510970981507444,74,934,670,536,134
4JIA-1K3,1337,nn,mean,MSE,1.0,ig,0.5390816283619746,0.5303332081536648,0.4231387674093414,0.4022391770760026,0.6680497925311203,0.6865671641791045,0.5839544059622972,0.6,0.2090765163302421,0.9879218497193044,74,934,670,536,134
4JIA-1K3,1337,nn,mean,MSE+AC,1.0,ig,0.5283475652763836,0.5171477422684622,0.3551451917393619,0.3434489550375108,0.6784232365145229,0.6791044776119403,0.6545374835598422,0.6268656716417911,0.4134670495986938,0.9477439454341106,74,934,670,536,134
1HVY-D16,1337,nn,mean,MSE+UCN,1.0,ig,0.4974503937906062,0.5072886465141763,0.4477230437325215,0.4832324087924786,0.7751295336787565,0.5522388059701493,0.6353383458646616,0.5972108285479901,0.432064838707447,0.8659702577100108,101,1522,1341,1073,268
1HVY-D16,1337,nn,mean,MSE,1.0,ig,0.4988761539769737,0.5746884597440256,0.3147208363047456,0.4312725679578981,0.7326424870466322,0.8022388059701493,0.5969387755102041,0.5652173913043478,0.3666154369711876,0.8965115717870039,101,1522,1341,1073,268
1HVY-D16,1337,nn,mean,MSE+AC,1.0,ig,0.5313685155324418,0.601105401465323,0.3744929655008417,0.5266257011299633,0.7367875647668394,0.8582089552238806,0.5958646616541353,0.605414273995078,0.31203643232584,0.9349796699479748,101,1522,1341,1073,268
3Q92-XNB,1337,nn,mean,MSE+UCN,1.0,ig,0.5465793237960725,0.4704179301524434,0.493361394473391,0.3379251525269224,0.8891625615763546,0.7522123893805309,0.7151020408163266,0.6925064599483204,0.3402751311659813,0.9014490459749784,60,631,565,452,113
3Q92-XNB,1337,nn,mean,MSE,1.0,ig,0.4219586277160168,0.4655024179360462,0.3316040890012625,0.2746885650242145,0.6625615763546798,0.7610619469026548,0.5526530612244898,0.5400516795865633,0.3402469139546156,0.8911120948140561,60,631,565,452,113
3Q92-XNB,1337,nn,mean,MSE+AC,1.0,ig,0.3869769700742607,0.409615617912078,0.3002366357175794,0.2352365186435982,0.6231527093596059,0.7433628318584071,0.5771428571428572,0.6434108527131783,0.3147820830345154,0.93311821152063,60,631,565,452,113
5AXP-4LK,1337,nn,mean,MSE,1.0,ig,0.3657755278909125,0.3209456438623105,0.2908369470462671,0.3126879781633674,0.9076923076923076,0.7222222222222222,0.7171052631578947,0.6507936507936508,0.7589581906795502,-0.0029336643711438,19,108,91,73,18
5AXP-4LK,1337,nn,mean,MSE+AC,1.0,ig,0.2897195539503231,0.6226187392854059,0.2901899568188843,0.5783646917715546,0.7692307692307693,0.8333333333333334,0.7269736842105263,0.6984126984126984,0.5523548871278763,-0.002372689690325,19,108,91,73,18
1OIQ-HDU,1337,nn,mean,MSE+UCN,1.0,ig,0.5296436147626623,0.6747135217723453,0.4043616815366095,0.5139827980046928,0.8095238095238095,0.9411764705882352,0.6666666666666666,0.6538461538461539,0.5925869047641754,0.9876381160892008,19,97,87,70,17
1OIQ-HDU,1337,nn,mean,MSE,1.0,ig,0.515467601181887,0.4823529411764705,0.5491752295323724,0.4909890426758938,0.9365079365079364,0.8235294117647058,0.8113207547169812,0.9230769230769232,0.6692729741334915,0.9882910687668915,19,97,87,70,17
1OIQ-HDU,1337,nn,mean,MSE+AC,1.0,ig,0.5692344912583008,0.3684173669467786,0.4399434637198164,0.2283171024224566,0.9047619047619048,0.4705882352941176,0.7987421383647799,0.7307692307692307,1.2274164855480194,-0.0457571754952663,19,97,87,70,17
3S7S-EXM,1337,nn,mean,MSE+UCN,1.0,ig,0.5364065801759299,0.2788308060654429,0.4648389980888615,0.2390631249569796,0.8854489164086687,0.8435754189944135,0.725065963060686,0.768621236133122,0.1682458221912384,0.9918565076290148,76,953,897,718,179
3S7S-EXM,1337,nn,mean,MSE,1.0,ig,0.4990841073271413,0.3013135142325087,0.439886214576617,0.2621828822946142,0.8947368421052632,0.9441340782122905,0.6638522427440633,0.722662440570523,0.15294935926795,0.9968544359309872,76,953,897,718,179
3S7S-EXM,1337,nn,mean,MSE+AC,1.0,ig,0.4931618261339623,0.3091147911678638,0.4377526627139629,0.3048215595701629,0.8637770897832817,0.8379888268156425,0.6427440633245383,0.5784469096671949,0.1962766610085964,0.9886486572360446,76,953,897,718,179
4MXO-DB8,1337,nn,mean,MSE+UCN,1.0,ig,0.5658636305200467,0.5922304902901119,0.4222813076049357,0.4449686244156421,0.8049713193116634,0.8544739429695182,0.6733815222972707,0.668245085378103,0.2632601410150528,0.9742243785378306,216,11210,10170,8136,2034
4MXO-DB8,1337,nn,mean,MSE,1.0,ig,0.5899463260425875,0.6155069959881964,0.3700007252633548,0.3788464600447027,0.8746244195574979,0.8829891838741396,0.7156456136193072,0.7197589324149807,0.3416024893522262,0.9494660214270138,216,11210,10170,8136,2034
4MXO-DB8,1337,nn,mean,MSE+AC,1.0,ig,0.5661726692230737,0.5982907944257341,0.3917931249718083,0.4099040625042144,0.819857962305381,0.8918387413962635,0.6807283643401667,0.7292294446835988,0.1938174068927765,0.9821086592736252,216,11210,10170,8136,2034
1ZTQ-033,1337,nn,mean,MSE+UCN,1.0,ig,0.6209218874273055,0.484297391413141,0.4622116777105411,0.3473920664032866,0.927927927927928,0.7741935483870968,0.6072607260726073,0.5,0.2390720844268798,0.9548560833651872,48,191,155,124,31
1ZTQ-033,1337,nn,mean,MSE,1.0,ig,0.5619891985797557,0.4851181063823379,0.2786711693832437,0.0992576119298879,0.927927927927928,0.8709677419354839,0.7128712871287128,0.5833333333333334,0.2317846789956092,0.9706726246783852,48,191,155,124,31
