target,seed,conv,pool,loss,lambda1,explainer,rmse_test,pcc_test
1W0X-OLO,1337,nn,mean,MSE+AC,1.0,cam,0.1428203918039798,0.998638253722339
1W0X-OLO,1337,nn,mean,MSE+UCN,1.0,cam,0.4024472236633301,0.9885886381871056
4RSS-4MG,1337,nn,mean,MSE,1.0,cam,0.5873574018478394,0.8978085488123008
4RSS-4MG,1337,nn,mean,MSE+AC,1.0,cam,0.6567070931196213,0.906902849169344
4RSS-4MG,1337,nn,mean,MSE+UCN,1.0,cam,0.4368076846003532,0.942350197802204
2HXL-422,1337,nn,mean,MSE,1.0,cam,0.3284351378679275,0.9240387302601932
2HXL-422,1337,nn,mean,MSE+AC,1.0,cam,0.2085193879902362,0.9393787219033538
2HXL-422,1337,nn,mean,MSE+UCN,1.0,cam,0.4830246716737747,0.8519334922753365
4HBP-17J,1337,nn,mean,MSE,1.0,cam,0.1617059223353862,0.9867270189346106
4HBP-17J,1337,nn,mean,MSE+AC,1.0,cam,0.1815469488501548,0.9877709231061744
4HBP-17J,1337,nn,mean,MSE+UCN,1.0,cam,0.2167974412441253,0.981544363601719
3N3G-93N,1337,nn,mean,MSE,1.0,cam,0.3635170757770538,0.9750316772783842
3N3G-93N,1337,nn,mean,MSE+AC,1.0,cam,0.791930079460144,0.9634472891460588
3N3G-93N,1337,nn,mean,MSE+UCN,1.0,cam,0.5182311460375786,0.8951557011687926
2BUB-FPB,1337,nn,mean,MSE,1.0,cam,0.1029429100453853,0.994813694032986
2BUB-FPB,1337,nn,mean,MSE+AC,1.0,cam,0.0776410326361656,0.9965088902673538
2BUB-FPB,1337,nn,mean,MSE+UCN,1.0,cam,0.2118546068668365,0.9813098454784857
1XOW-R18,1337,nn,mean,MSE,1.0,cam,0.1347191631793975,0.9910980857280908
1XOW-R18,1337,nn,mean,MSE+AC,1.0,cam,0.3834538906812668,0.9516916987634576
1XOW-R18,1337,nn,mean,MSE+UCN,1.0,cam,0.8346135318279266,0.7088444304100145
4JQA-ID8,1337,nn,mean,MSE,1.0,cam,0.273134745657444,0.9335632783574404
4JQA-ID8,1337,nn,mean,MSE+AC,1.0,cam,0.2632496282458305,0.9388112115181352
4JQA-ID8,1337,nn,mean,MSE+UCN,1.0,cam,0.3008909672498703,0.9238171821463766
4KFO-1QS,1337,nn,mean,MSE,1.0,cam,0.2419426590204239,0.988983318815814
4KFO-1QS,1337,nn,mean,MSE+AC,1.0,cam,0.2578987330198288,0.9887575681617088
4KFO-1QS,1337,nn,mean,MSE+UCN,1.0,cam,0.3107268884778023,0.9785438685808708
4OBZ-2S4,1337,nn,mean,MSE,1.0,cam,0.1971291154623031,0.9627193416653108
4OBZ-2S4,1337,nn,mean,MSE+AC,1.0,cam,0.2141716033220291,0.9584770499607064
4OBZ-2S4,1337,nn,mean,MSE+UCN,1.0,cam,0.2678864672780037,0.9324467998560744
3POZ-03P,1337,nn,mean,MSE,1.0,cam,0.2948988080024719,0.9569127568541714
3POZ-03P,1337,nn,mean,MSE+AC,1.0,cam,0.2290298193693161,0.9753825313161204
3POZ-03P,1337,nn,mean,MSE+UCN,1.0,cam,0.5444687902927399,0.887097154844703
3TV7-07Q,1337,nn,mean,MSE,1.0,cam,0.2308335993438959,0.9696993238241208
3TV7-07Q,1337,nn,mean,MSE+AC,1.0,cam,0.2903515771031379,0.95214827351766
3TV7-07Q,1337,nn,mean,MSE+UCN,1.0,cam,0.3733332976698875,0.9419721257426246
4HMN-16J,1337,nn,mean,MSE,1.0,cam,0.1730626299977302,0.988948613307124
4HMN-16J,1337,nn,mean,MSE+AC,1.0,cam,0.1015987582504749,0.9947262125012544
4HMN-16J,1337,nn,mean,MSE+UCN,1.0,cam,0.1296580880880355,0.9947126602554768
3A2C-PDY,1337,nn,mean,MSE,1.0,cam,0.3576884195208549,0.8718507771068562
3A2C-PDY,1337,nn,mean,MSE+AC,1.0,cam,0.1075487658381462,0.9937938355288726
3A2C-PDY,1337,nn,mean,MSE+UCN,1.0,cam,0.1987908855080604,0.9717952034634396
1OIR-HDY,1337,nn,mean,MSE,1.0,cam,0.2526064217090606,0.9988753684317992
1OIR-HDY,1337,nn,mean,MSE+AC,1.0,cam,0.2610697150230407,0.9987689929021089
1OIR-HDY,1337,nn,mean,MSE+UCN,1.0,cam,0.3138524740934372,0.9912215831926834
2PZY-B18,1337,nn,mean,MSE,1.0,cam,0.1689436286687851,0.9896612498303105
2PZY-B18,1337,nn,mean,MSE+AC,1.0,cam,0.1536341533064842,0.9896524270610056
2PZY-B18,1337,nn,mean,MSE+UCN,1.0,cam,0.2115505412220955,0.9822006235636078
4MXO-DB8,1337,nn,mean,MSE,1.0,cam,0.2013691365718841,0.9817059553641144
4MXO-DB8,1337,nn,mean,MSE+AC,1.0,cam,0.1605345010757446,0.9903618918860656
4MXO-DB8,1337,nn,mean,MSE+UCN,1.0,cam,0.2927231192588806,0.9613798618503582
4WOT-3SG,1337,nn,mean,MSE,1.0,cam,0.7819530665874481,0.280675331477747
4WOT-3SG,1337,nn,mean,MSE+AC,1.0,cam,0.855491042137146,0.2751691579916145
4WOT-3SG,1337,nn,mean,MSE+UCN,1.0,cam,0.765860915184021,0.4346862600252029
3OCS-746,1337,nn,mean,MSE,1.0,cam,0.4813837558031082,0.9256428606475682
3OCS-746,1337,nn,mean,MSE+AC,1.0,cam,0.4013841301202774,0.9445668755915192
3OCS-746,1337,nn,mean,MSE+UCN,1.0,cam,0.364610031247139,0.9567558285004872
3E37-ED5,1337,nn,mean,MSE,1.0,cam,0.6842184066772461,0.0
3E37-ED5,1337,nn,mean,MSE+AC,1.0,cam,0.6780659407377243,0.0
3E37-ED5,1337,nn,mean,MSE+UCN,1.0,cam,0.5549586564302444,0.0
1ZTQ-033,1337,nn,mean,MSE,1.0,cam,0.1646976359188556,0.9770072528142116
1ZTQ-033,1337,nn,mean,MSE+AC,1.0,cam,0.3614916652441025,0.9586946132498136
1ZTQ-033,1337,nn,mean,MSE+UCN,1.0,cam,0.2186051979660987,0.962669179675381
4XHK-3YR,1337,nn,mean,MSE,1.0,cam,0.394472062587738,0.9838439772924484
4XHK-3YR,1337,nn,mean,MSE+AC,1.0,cam,0.5734855756163597,0.9449031760107164
4XHK-3YR,1337,nn,mean,MSE+UCN,1.0,cam,0.5548822470009327,0.956139763842922
4OCZ-2RU,1337,nn,mean,MSE,1.0,cam,0.4032328873872757,0.959709309419161
4OCZ-2RU,1337,nn,mean,MSE+AC,1.0,cam,0.2499872669577598,0.9742326939993668
4L23-X6K,1337,nn,mean,MSE,1.0,cam,0.9581668227910995,0.263179148050533
4L23-X6K,1337,nn,mean,MSE+AC,1.0,cam,0.8314208462834358,0.2901738480429289
2TCL-RO4,1337,nn,mean,MSE,1.0,cam,0.8374199271202087,0.8433565633132509
2TCL-RO4,1337,nn,mean,MSE+AC,1.0,cam,0.8284642696380615,0.8583253349619973
2TCL-RO4,1337,nn,mean,MSE+UCN,1.0,cam,1.109583392739296,0.6515270254038549
1P2A-5BN,1337,nn,mean,MSE,1.0,cam,0.1363965570926666,0.9591318986283104
1P2A-5BN,1337,nn,mean,MSE+AC,1.0,cam,0.1263831369578838,0.9703818895810944
2P4J-23I,1337,nn,mean,MSE,1.0,cam,0.1933275163173675,0.9941942538938532
2P4J-23I,1337,nn,mean,MSE+AC,1.0,cam,0.2810619920492172,0.9941784027000088
2P4J-23I,1337,nn,mean,MSE+UCN,1.0,cam,0.3376262336969375,0.9806673234688018
5DXU-5H5,1337,nn,mean,MSE,1.0,cam,0.2046352848410606,0.9585207724292688
5DXU-5H5,1337,nn,mean,MSE+AC,1.0,cam,0.2257279232144355,0.9619749600037096
5DXU-5H5,1337,nn,mean,MSE+UCN,1.0,cam,0.254177838563919,0.9703000959052492
3OQK-S52,1337,nn,mean,MSE,1.0,cam,0.2062482759356498,0.9780306841817668
3OQK-S52,1337,nn,mean,MSE+AC,1.0,cam,0.5468175113201141,0.9519182306848446
3OQK-S52,1337,nn,mean,MSE+UCN,1.0,cam,0.4918153509497642,0.8658016318394713
3G0B-T22,1337,nn,mean,MSE,1.0,cam,0.2905995696783066,0.9549637001816824
3G0B-T22,1337,nn,mean,MSE+AC,1.0,cam,0.1023175697773695,0.9945114525403816
3G0B-T22,1337,nn,mean,MSE+UCN,1.0,cam,0.4699435606598854,0.8118122136862087
4JAI-XU2,1337,nn,mean,MSE,1.0,cam,0.9500455260276794,0.0
4JAI-XU2,1337,nn,mean,MSE+AC,1.0,cam,0.8688659965991974,0.0
4ZIM-4OK,1337,nn,mean,MSE,1.0,cam,0.6072485595941544,0.6620085488158228
4ZIM-4OK,1337,nn,mean,MSE+AC,1.0,cam,0.2714384794235229,0.969023921457616
4ZIM-4OK,1337,nn,mean,MSE+UCN,1.0,cam,0.7326643913984299,0.4728816327326401
3OT8-MI5,1337,nn,mean,MSE,1.0,cam,0.1748750433325767,0.979358721421012
3OT8-MI5,1337,nn,mean,MSE+AC,1.0,cam,0.2519393265247345,0.9569472348458256
3OT8-MI5,1337,nn,mean,MSE+UCN,1.0,cam,0.2267618328332901,0.9563162672777176
3G3E-G3E,1337,nn,mean,MSE,1.0,cam,0.3733557164669037,0.9947113915430849
3G3E-G3E,1337,nn,mean,MSE+AC,1.0,cam,0.2582909762859344,0.9908866611695611
3G3E-G3E,1337,nn,mean,MSE+UCN,1.0,cam,0.3602280914783478,0.9728387510903302
3Q8W-AZV,1337,nn,mean,MSE,1.0,cam,0.2145535126328468,0.9704471870443312
3Q8W-AZV,1337,nn,mean,MSE+AC,1.0,cam,0.2259550914168357,0.9777239623632574
3Q8W-AZV,1337,nn,mean,MSE+UCN,1.0,cam,0.2921437174081802,0.9559100721985012
3NUN-JMZ,1337,nn,mean,MSE,1.0,cam,0.0977062880992889,0.9938324445900848
3NUN-JMZ,1337,nn,mean,MSE+AC,1.0,cam,0.205832652747631,0.9522759174631188
3UFL-508,1337,nn,mean,MSE,1.0,cam,0.3972781151533127,0.988706045077954
3UFL-508,1337,nn,mean,MSE+AC,1.0,cam,0.5575094819068909,0.9463347779852032
3UFL-508,1337,nn,mean,MSE+UCN,1.0,cam,0.5241849720478058,0.522462588742172
3AYK-CGS,1337,nn,mean,MSE,1.0,cam,0.2521611824631691,0.8806626046673774
3AYK-CGS,1337,nn,mean,MSE+AC,1.0,cam,0.2973896414041519,0.8114616835424052
3AYK-CGS,1337,nn,mean,MSE+UCN,1.0,cam,0.5380732119083405,0.6114770093495395
2E2B-406,1337,nn,mean,MSE,1.0,cam,0.6004534959793091,0.9465116217016925
2E2B-406,1337,nn,mean,MSE+AC,1.0,cam,0.4001976698637008,0.9513553761133342
2E2B-406,1337,nn,mean,MSE+UCN,1.0,cam,0.4182784557342529,0.91905807975513
4TPT-35H,1337,nn,mean,MSE,1.0,cam,0.4628186449408531,0.7334625552746281
4TPT-35H,1337,nn,mean,MSE+AC,1.0,cam,0.3858007863163948,0.8014003026570844
4TPT-35H,1337,nn,mean,MSE+UCN,1.0,cam,0.5406320318579674,0.6536841592604603
4YFF-4CV,1337,nn,mean,MSE,1.0,cam,0.1291578039526939,0.9930167686182384
4YFF-4CV,1337,nn,mean,MSE+AC,1.0,cam,0.1897791996598243,0.9807608264817216
4YFF-4CV,1337,nn,mean,MSE+UCN,1.0,cam,0.2832436338067055,0.9583399269679972
3DUY-AFJ,1337,nn,mean,MSE,1.0,cam,0.3880179896950722,0.9155382193343647
3DUY-AFJ,1337,nn,mean,MSE+AC,1.0,cam,0.5327048450708389,0.9080985757834026
3DUY-AFJ,1337,nn,mean,MSE+UCN,1.0,cam,0.5290322005748749,0.8490247958743508
3IG6-438,1337,nn,mean,MSE,1.0,cam,0.6256604790687561,0.0391545334670492
3IG6-438,1337,nn,mean,MSE+AC,1.0,cam,0.5020608678460121,-0.0035976665093412
3IG6-438,1337,nn,mean,MSE+UCN,1.0,cam,0.8882054686546326,-0.1447284642374313
4ANW-O92,1337,nn,mean,MSE,1.0,cam,0.5876454412937164,0.9331553191964292
4ANW-O92,1337,nn,mean,MSE+AC,1.0,cam,0.5688792020082474,0.875174557700295
1RHR-CNE,1337,nn,mean,MSE,1.0,cam,0.3276402056217193,0.96436552764581
1RHR-CNE,1337,nn,mean,MSE+AC,1.0,cam,0.3406080603599548,0.9637972160669868
1RHR-CNE,1337,nn,mean,MSE+UCN,1.0,cam,0.4306599646806717,0.9505819771526188
1MZC-BNE,1337,nn,mean,MSE,1.0,cam,0.5552856028079987,0.9957600512372512
1MZC-BNE,1337,nn,mean,MSE+AC,1.0,cam,0.6590170860290527,0.9961091969122314
1MZC-BNE,1337,nn,mean,MSE+UCN,1.0,cam,0.5056553035974503,0.9949392822150188
3FH5-24P,1337,nn,mean,MSE,1.0,cam,0.1683529540896415,0.994299922601523
3FH5-24P,1337,nn,mean,MSE+AC,1.0,cam,0.2449812144041061,0.9883069431890156
3FH5-24P,1337,nn,mean,MSE+UCN,1.0,cam,0.288962222635746,0.9832390238906856
1D3G-BRE,1337,nn,mean,MSE,1.0,cam,0.4237911999225616,0.9644424143124516
1D3G-BRE,1337,nn,mean,MSE+AC,1.0,cam,0.194166149944067,0.9912499909455178
1D3G-BRE,1337,nn,mean,MSE+UCN,1.0,cam,0.6581043899059296,0.882616116671963
1YRS-L47,1337,nn,mean,MSE,1.0,cam,0.5069886147975922,0.9563853028746846
1YRS-L47,1337,nn,mean,MSE+AC,1.0,cam,0.6124078929424286,0.8939444951497537
1YRS-L47,1337,nn,mean,MSE+UCN,1.0,cam,0.7045385539531708,0.840640495184978
1F40-GPI,1337,nn,mean,MSE,1.0,cam,0.3771141916513443,0.9377664952845453
1F40-GPI,1337,nn,mean,MSE+AC,1.0,cam,0.3953348249197006,0.9201493598447432
1KMS-LIH,1337,nn,mean,MSE,1.0,cam,0.2180908359587192,0.9857754761043904
1KMS-LIH,1337,nn,mean,MSE+AC,1.0,cam,0.3591431081295013,0.9758521608783534
1KMS-LIH,1337,nn,mean,MSE+UCN,1.0,cam,0.1901287138462066,0.9925626180707476
3O9L-LPN,1337,nn,mean,MSE,1.0,cam,0.1685484126210212,0.947263615457726
3O9L-LPN,1337,nn,mean,MSE+AC,1.0,cam,0.1246593408286571,0.9668051320046837
3O9L-LPN,1337,nn,mean,MSE+UCN,1.0,cam,0.1784282624721527,0.928430317155168
4X7I-3YS,1337,nn,mean,MSE,1.0,cam,0.1753569468855857,0.9844831206164316
4X7I-3YS,1337,nn,mean,MSE+AC,1.0,cam,0.1348442137241363,0.9952400215613484
4X7I-3YS,1337,nn,mean,MSE+UCN,1.0,cam,0.2215945944190025,0.978672791228174
3R43-ID8,1337,nn,mean,MSE,1.0,cam,0.4020076841115951,0.848033340637136
3R43-ID8,1337,nn,mean,MSE+AC,1.0,cam,0.3744822889566421,0.87713220049188
3R43-ID8,1337,nn,mean,MSE+UCN,1.0,cam,0.3488175868988037,0.9153273910183842
4JR5-1LS,1337,nn,mean,MSE,1.0,cam,0.0727843381464481,0.9993629824849456
4JR5-1LS,1337,nn,mean,MSE+AC,1.0,cam,0.0845646522939205,0.998869735669494
4JR5-1LS,1337,nn,mean,MSE+UCN,1.0,cam,0.1813696473836898,0.9858061141659086
4OBO-2QV,1337,nn,mean,MSE,1.0,cam,0.2054653763771057,0.9671692120096216
4OBO-2QV,1337,nn,mean,MSE+AC,1.0,cam,0.2269565239548683,0.968924497906076
4OBO-2QV,1337,nn,mean,MSE+UCN,1.0,cam,0.3680371344089508,0.9434703683921531
1EZQ-RPR,1337,nn,mean,MSE,1.0,cam,0.3214513510465622,0.7504129145721841
1EZQ-RPR,1337,nn,mean,MSE+AC,1.0,cam,0.3284625560045242,0.7125581216003684
1EZQ-RPR,1337,nn,mean,MSE+UCN,1.0,cam,0.6615585684776306,-0.0893587836686812
4UYE-9F9,1337,nn,mean,MSE,1.0,cam,0.4086813256144523,0.8301504706664657
4UYE-9F9,1337,nn,mean,MSE+AC,1.0,cam,0.5108558684587479,0.8141522099256301
4UYE-9F9,1337,nn,mean,MSE+UCN,1.0,cam,0.4057664573192596,0.8507077153104006
3WV1-WHH,1337,nn,mean,MSE,1.0,cam,0.5844814032316208,0.90246580465523
3WV1-WHH,1337,nn,mean,MSE+AC,1.0,cam,0.4245631098747253,0.9688855608457074
3WV1-WHH,1337,nn,mean,MSE+UCN,1.0,cam,0.4015434980392456,0.927929248230445
2AEI-03R,1337,nn,mean,MSE,1.0,cam,0.0896473564207553,0.9935898250174728
2AEI-03R,1337,nn,mean,MSE+AC,1.0,cam,0.3004995733499527,0.9808078258399936
2AEI-03R,1337,nn,mean,MSE+UCN,1.0,cam,0.213280476629734,0.9609521068760548
2XB7-GUI,1337,nn,mean,MSE,1.0,cam,0.3350050076842308,0.9714574178726776
2XB7-GUI,1337,nn,mean,MSE+AC,1.0,cam,0.3597040548920631,0.9678729905364608
2XB7-GUI,1337,nn,mean,MSE+UCN,1.0,cam,0.323159821331501,0.9736497542309968
4U41-3C8,1337,nn,mean,MSE,1.0,cam,0.1396843381226062,0.9673935275441452
4U41-3C8,1337,nn,mean,MSE+AC,1.0,cam,0.1991938054561615,0.941148196672328
4U41-3C8,1337,nn,mean,MSE+UCN,1.0,cam,0.3075902611017227,0.957150362416776
4TPM-35E,1337,nn,mean,MSE,1.0,cam,0.7737227976322174,0.585951276007927
4TPM-35E,1337,nn,mean,MSE+AC,1.0,cam,0.6119935810565948,0.7272638131788345
4TPM-35E,1337,nn,mean,MSE+UCN,1.0,cam,0.5709802359342575,0.9185798153010784
3KWF-B1Q,1337,nn,mean,MSE,1.0,cam,0.3235703259706497,0.9261039160195104
3KWF-B1Q,1337,nn,mean,MSE+AC,1.0,cam,0.2957706227898597,0.9366773029947396
3KWF-B1Q,1337,nn,mean,MSE+UCN,1.0,cam,0.3884068578481674,0.9274838651257972
2W8Y-NDR,1337,nn,mean,MSE,1.0,cam,0.0967007838189601,0.9962322922459996
2W8Y-NDR,1337,nn,mean,MSE+AC,1.0,cam,0.1235602833330631,0.994758434653284
2W8Y-NDR,1337,nn,mean,MSE+UCN,1.0,cam,0.1255781129002571,0.9919289701538074
1OHJ-COP,1337,nn,mean,MSE,1.0,cam,0.4538196362555027,0.9184809192987614
1OHJ-COP,1337,nn,mean,MSE+AC,1.0,cam,0.2249199002981186,0.9811242119070696
1OHJ-COP,1337,nn,mean,MSE+UCN,1.0,cam,0.4412177950143814,0.9366134206636182
2FPT-ILB,1337,nn,mean,MSE,1.0,cam,0.3705916255712509,0.9830164977770308
2FPT-ILB,1337,nn,mean,MSE+AC,1.0,cam,0.1956854537129402,0.9728822306355672
2FPT-ILB,1337,nn,mean,MSE+UCN,1.0,cam,0.1645306050777435,0.9897903616314804
2UWL-895,1337,nn,mean,MSE,1.0,cam,0.3076047860085964,0.9371900127809484
2UWL-895,1337,nn,mean,MSE+AC,1.0,cam,0.1937649250030517,0.9617405541106344
2UWL-895,1337,nn,mean,MSE+UCN,1.0,cam,0.2738553807139396,0.9775649913366468
3G6Z-A7T,1337,nn,mean,MSE,1.0,cam,0.4179190099239349,0.94877750145364
3G6Z-A7T,1337,nn,mean,MSE+AC,1.0,cam,0.2755677029490471,0.962128292086006
3G6Z-A7T,1337,nn,mean,MSE+UCN,1.0,cam,0.2744107320904732,0.9582332736079792
3EID-PO5,1337,nn,mean,MSE,1.0,cam,0.2658875361084938,0.0
3EID-PO5,1337,nn,mean,MSE+AC,1.0,cam,0.2994731143116951,0.0
3EID-PO5,1337,nn,mean,MSE+UCN,1.0,cam,0.4187879860401153,0.0
1UDU-CIA,1337,nn,mean,MSE,1.0,cam,0.7197293788194656,0.8211118998602708
1UDU-CIA,1337,nn,mean,MSE+AC,1.0,cam,0.7634620815515518,0.7960258720825519
1UDU-CIA,1337,nn,mean,MSE+UCN,1.0,cam,0.901418462395668,0.7429409029091631
4M0F-1YK,1337,nn,mean,MSE,1.0,cam,0.4137101024389267,0.986648492468085
4M0F-1YK,1337,nn,mean,MSE+AC,1.0,cam,0.3126198500394821,0.9925101826709564
4M0F-1YK,1337,nn,mean,MSE+UCN,1.0,cam,0.4266186356544494,0.9838220528650646
4W4V-3H8,1337,nn,mean,MSE,1.0,cam,0.4235768765211105,0.9232917226618788
4W4V-3H8,1337,nn,mean,MSE+AC,1.0,cam,0.376380980014801,0.9167865221272476
3II5-831,1337,nn,mean,MSE,1.0,cam,0.1702815480530262,0.9891108927828706
3II5-831,1337,nn,mean,MSE+AC,1.0,cam,0.2035396993160247,0.98656784537623
3II5-831,1337,nn,mean,MSE+UCN,1.0,cam,0.2211800292134285,0.9825621527972016
4FSR-HKC,1337,nn,mean,MSE,1.0,cam,0.119418729096651,0.9970289163986904
4FSR-HKC,1337,nn,mean,MSE+AC,1.0,cam,0.1164488717913627,0.9983816917626036
4FSR-HKC,1337,nn,mean,MSE+UCN,1.0,cam,0.2951042503118515,0.9875158984630532
3UMW-596,1337,nn,mean,MSE,1.0,cam,0.2743575498461723,0.9734235977602052
3UMW-596,1337,nn,mean,MSE+AC,1.0,cam,1.658823847770691,0.9817312918087522
4MBI-26K,1337,nn,mean,MSE,1.0,cam,0.2261865586042404,0.969129450171341
4MBI-26K,1337,nn,mean,MSE+AC,1.0,cam,0.2223583608865738,0.9692358831024922
4FKQ-42K,1337,nn,mean,MSE,1.0,cam,0.3385639563202858,0.9384810994281716
4FKQ-42K,1337,nn,mean,MSE+AC,1.0,cam,0.3685668557882309,0.9458752159012112
4FKQ-42K,1337,nn,mean,MSE+UCN,1.0,cam,0.3539782166481018,0.962029580826175
2B36-5PP,1337,nn,mean,MSE,1.0,cam,0.206875130534172,0.9745599444625156
2B36-5PP,1337,nn,mean,MSE+AC,1.0,cam,0.2757504731416702,0.9677489725784816
2B36-5PP,1337,nn,mean,MSE+UCN,1.0,cam,0.6854869723320007,0.9626466050016708
2H8H-H8H,1337,nn,mean,MSE,1.0,cam,0.392221599817276,0.9343142186223452
2H8H-H8H,1337,nn,mean,MSE+AC,1.0,cam,0.3301484137773514,0.8955630277317774
2H8H-H8H,1337,nn,mean,MSE+UCN,1.0,cam,0.6051009595394135,0.6616023780594195
1LJT-HDI,1337,nn,mean,MSE,1.0,cam,0.1882343702018261,0.9868262741648148
1LJT-HDI,1337,nn,mean,MSE+AC,1.0,cam,0.2176087722182274,0.992752079070802
1LJT-HDI,1337,nn,mean,MSE+UCN,1.0,cam,0.3705460727214813,0.9855898363713772
1ZFQ-ZEC,1337,nn,mean,MSE,1.0,cam,0.1723847985267639,0.9827311470275918
1ZFQ-ZEC,1337,nn,mean,MSE+AC,1.0,cam,0.2034230753779411,0.9649027309479984
1ZFQ-ZEC,1337,nn,mean,MSE+UCN,1.0,cam,0.7519792914390564,0.7507524392498677
3JSI-WTC,1337,nn,mean,MSE,1.0,cam,0.2138675451278686,0.9517933287765628
