target,seed,conv,pool,loss,lambda1,explainer,rmse_test,pcc_test
3OQK-S52,1337,nn,mean,MSE,1.0,cam,0.3086715266108513,0.9559179420646164
4AZ0-S61,1337,nn,mean,MSE+AC,1.0,cam,0.2453537732362747,0.996686469437976
4AZ0-S61,1337,nn,mean,MSE+UCN,1.0,cam,0.191265407949686,0.980421240148034
4AZ0-S61,1337,nn,mean,MSE,1.0,cam,0.2708427682518959,0.9897871512318508
4ZIM-4OK,1337,nn,mean,MSE+AC,1.0,cam,0.5996425896883011,0.6820520112655938
4ZIM-4OK,1337,nn,mean,MSE+UCN,1.0,cam,0.5965611636638641,0.6659027310470614
4ZIM-4OK,1337,nn,mean,MSE,1.0,cam,0.6412543505430222,0.6052854217402972
5A09-JJD,1337,nn,mean,MSE+AC,1.0,cam,0.1258640103042125,0.9892589408186055
5A09-JJD,1337,nn,mean,MSE+UCN,1.0,cam,0.1922555491328239,0.9790141878754304
5A09-JJD,1337,nn,mean,MSE,1.0,cam,0.1202327534556388,0.9893167805662036
2OAG-DLI,1337,nn,mean,MSE+AC,1.0,cam,0.2955383881926536,0.9182191437905548
2OAG-DLI,1337,nn,mean,MSE+UCN,1.0,cam,0.4027327001094818,0.9443982410271888
2OAG-DLI,1337,nn,mean,MSE,1.0,cam,0.1182677671313285,0.989775367591442
2FWZ-H71,1337,nn,mean,MSE+AC,1.0,cam,0.1844837963581085,0.994208417589354
2FWZ-H71,1337,nn,mean,MSE+UCN,1.0,cam,0.20467159897089,0.9929926134065704
2FWZ-H71,1337,nn,mean,MSE,1.0,cam,0.1744978055357933,0.9946674851650754
3N0T-OPY,1337,nn,mean,MSE+AC,1.0,cam,0.5985424369573593,0.8814998245972969
3N0T-OPY,1337,nn,mean,MSE+UCN,1.0,cam,0.604518711566925,0.9102393242244756
3N0T-OPY,1337,nn,mean,MSE,1.0,cam,0.6427849680185318,0.9021803090512368
1Q4L-679,1337,nn,mean,MSE+AC,1.0,cam,0.2203329280018806,0.9642820794094854
1Q4L-679,1337,nn,mean,MSE+UCN,1.0,cam,0.2215718030929565,0.9623383082494114
1Q4L-679,1337,nn,mean,MSE,1.0,cam,0.2182745188474655,0.961995623147724
3ZIM-KKR,1337,nn,mean,MSE+AC,1.0,cam,0.1107490472495555,0.9963034619855762
3ZIM-KKR,1337,nn,mean,MSE+UCN,1.0,cam,0.7072426080703735,0.9145714664280246
3ZIM-KKR,1337,nn,mean,MSE,1.0,cam,0.2590057626366615,0.9696676246415424
4TY1-38W,1337,nn,mean,MSE+AC,1.0,cam,0.1374002024531364,0.9856799045061314
4TY1-38W,1337,nn,mean,MSE+UCN,1.0,cam,0.2169153168797493,0.9691413150968832
4TY1-38W,1337,nn,mean,MSE,1.0,cam,0.2207180187106132,0.9796751220864196
1M17-AQ4,1337,nn,mean,MSE+AC,1.0,cam,0.183584026992321,0.9927583027213316
1M17-AQ4,1337,nn,mean,MSE+UCN,1.0,cam,0.3728673905134201,0.9664678624744356
1M17-AQ4,1337,nn,mean,MSE,1.0,cam,0.3922135978937149,0.9615497368082124
4HF4-15H,1337,nn,mean,MSE+AC,1.0,cam,0.3764535337686538,0.9983983634050736
4HF4-15H,1337,nn,mean,MSE+UCN,1.0,cam,0.467603862285614,0.9479726804492304
4HF4-15H,1337,nn,mean,MSE,1.0,cam,0.4480210393667221,0.9987747822066886
1ZD2-NC3,1337,nn,mean,MSE+AC,1.0,cam,0.2841561883687973,0.9807078160235256
1ZD2-NC3,1337,nn,mean,MSE+UCN,1.0,cam,0.5797531604766846,0.8758108850621547
1ZD2-NC3,1337,nn,mean,MSE,1.0,cam,0.4113441258668899,0.9580077355698106
3O9L-LPN,1337,nn,mean,MSE+AC,1.0,cam,0.1862107217311859,0.9299679313478576
3O9L-LPN,1337,nn,mean,MSE+UCN,1.0,cam,0.3001597225666046,0.9006815016854968
3O9L-LPN,1337,nn,mean,MSE,1.0,cam,0.1329944245517254,0.9476028314549418
3G3E-G3E,1337,nn,mean,MSE+AC,1.0,cam,0.2722889110445976,0.991492399504173
3G3E-G3E,1337,nn,mean,MSE+UCN,1.0,cam,0.3656040579080581,0.9681882868538072
3G3E-G3E,1337,nn,mean,MSE,1.0,cam,0.4863947778940201,0.9874410982879112
4MBI-26K,1337,nn,mean,MSE+AC,1.0,cam,0.3252285420894623,0.9603604198404038
4MBI-26K,1337,nn,mean,MSE+UCN,1.0,cam,0.1615404263138771,0.9858578992641964
4MBI-26K,1337,nn,mean,MSE,1.0,cam,0.2358231768012046,0.9686334779436628
3E32-ED2,1337,nn,mean,MSE+AC,1.0,cam,0.9308705627918245,-0.0202081536149839
3E32-ED2,1337,nn,mean,MSE+UCN,1.0,cam,0.8882043212652206,-0.0581612220474545
3E32-ED2,1337,nn,mean,MSE,1.0,cam,0.8865227848291397,-0.0545741898741322
830C-RS1,1337,nn,mean,MSE+AC,1.0,cam,0.6947659775614738,0.9219669398267788
830C-RS1,1337,nn,mean,MSE+UCN,1.0,cam,0.6557409018278122,0.959031880553355
830C-RS1,1337,nn,mean,MSE,1.0,cam,0.7433679476380348,0.9311227385965436
4ZZI-1NS,1337,nn,mean,MSE+AC,1.0,cam,0.1391043104231357,0.984738092503708
4ZZI-1NS,1337,nn,mean,MSE+UCN,1.0,cam,0.3815980702638626,0.8647514053052596
4ZZI-1NS,1337,nn,mean,MSE,1.0,cam,0.1994042843580246,0.96971949414021
3AOX-EMH,1337,nn,mean,MSE+AC,1.0,cam,0.1544965952634811,0.9872312951147488
3AOX-EMH,1337,nn,mean,MSE+UCN,1.0,cam,0.1685685701668262,0.9848918190448104
3AOX-EMH,1337,nn,mean,MSE,1.0,cam,0.1566372849047184,0.985787624101348
4GJ7-0LT,1337,nn,mean,MSE+AC,1.0,cam,0.133190106600523,0.9862012147985322
4GJ7-0LT,1337,nn,mean,MSE+UCN,1.0,cam,0.1936134248971939,0.9749365525391386
4GJ7-0LT,1337,nn,mean,MSE,1.0,cam,0.1377285271883011,0.990490612266207
4JZE-1NK,1337,nn,mean,MSE+AC,1.0,cam,0.2391915246844291,0.9976676571975606
4JZE-1NK,1337,nn,mean,MSE+UCN,1.0,cam,0.3562786877155304,0.9885757435007264
4JZE-1NK,1337,nn,mean,MSE,1.0,cam,0.2290356531739235,0.9947513369464276
3AYK-CGS,1337,nn,mean,MSE+AC,1.0,cam,0.2881603613495826,0.8370976724186985
3AYK-CGS,1337,nn,mean,MSE+UCN,1.0,cam,0.5390961021184921,0.61825956740782
3AYK-CGS,1337,nn,mean,MSE,1.0,cam,0.2686852216720581,0.8406508578391441
1ZTQ-033,1337,nn,mean,MSE+AC,1.0,cam,0.179201066493988,0.9723228906042936
1ZTQ-033,1337,nn,mean,MSE+UCN,1.0,cam,0.1984977126121521,0.98162607041835
1ZTQ-033,1337,nn,mean,MSE,1.0,cam,0.1566549241542816,0.9795683396915628
1HVY-D16,1337,nn,mean,MSE+AC,1.0,cam,0.3851176500320434,0.8926342607444315
1HVY-D16,1337,nn,mean,MSE+UCN,1.0,cam,0.4001924321055412,0.889867036322255
1HVY-D16,1337,nn,mean,MSE,1.0,cam,0.3314941599965095,0.9265893241214967
2YDI-YDI,1337,nn,mean,MSE+AC,1.0,cam,0.1185817383229732,0.9942001568518818
2YDI-YDI,1337,nn,mean,MSE+UCN,1.0,cam,0.2825715318322181,0.9710676952763272
2YDI-YDI,1337,nn,mean,MSE,1.0,cam,0.1854117214679718,0.986338138730682
2ETM-7PY,1337,nn,mean,MSE+AC,1.0,cam,0.2671448141336441,0.9709228584516408
2ETM-7PY,1337,nn,mean,MSE+UCN,1.0,cam,0.2985361665487289,0.967607949266598
2ETM-7PY,1337,nn,mean,MSE,1.0,cam,0.1698001585900783,0.9884283120170528
1O46-903,1337,nn,mean,MSE+AC,1.0,cam,2.061038240790367,0.2062043131428987
1O46-903,1337,nn,mean,MSE+UCN,1.0,cam,1.3686408698558807,0.46834830700902
1O46-903,1337,nn,mean,MSE,1.0,cam,1.5572445839643478,0.4182903521706606
5AM3-AUB,1337,nn,mean,MSE+AC,1.0,cam,0.2095347195863723,0.9894764479830672
5AM3-AUB,1337,nn,mean,MSE+UCN,1.0,cam,0.4190916121006012,0.9307531370274916
5AM3-AUB,1337,nn,mean,MSE,1.0,cam,0.4245086386799812,0.9573811527851482
2Q59-240,1337,nn,mean,MSE+AC,1.0,cam,0.5585635453462601,0.8629224178486328
2Q59-240,1337,nn,mean,MSE+UCN,1.0,cam,0.5468724220991135,0.8141905006104333
2Q59-240,1337,nn,mean,MSE,1.0,cam,0.4858695343136787,0.880091077545087
1OYN-4RR,1337,nn,mean,MSE+AC,1.0,cam,0.1974356137216091,0.9956415259007692
1OYN-4RR,1337,nn,mean,MSE+UCN,1.0,cam,0.3576840087771415,0.9723226946415016
1OYN-4RR,1337,nn,mean,MSE,1.0,cam,0.1379982158541679,0.9984550491773696
4HMN-16J,1337,nn,mean,MSE+AC,1.0,cam,0.3585481643676758,0.965858335613236
4HMN-16J,1337,nn,mean,MSE+UCN,1.0,cam,0.1480498872697353,0.9892078965492892
4HMN-16J,1337,nn,mean,MSE,1.0,cam,0.1132022440433502,0.9906510078977316
2OJ9-BMI,1337,nn,mean,MSE+AC,1.0,cam,0.3796442300081253,0.8090179963432017
2OJ9-BMI,1337,nn,mean,MSE+UCN,1.0,cam,0.4415272995829582,0.8188278298403714
2OJ9-BMI,1337,nn,mean,MSE,1.0,cam,0.386795811355114,0.8636444194650313
4YFF-4CV,1337,nn,mean,MSE+AC,1.0,cam,0.2149679735302925,0.9822068374098064
4YFF-4CV,1337,nn,mean,MSE+UCN,1.0,cam,0.2651364356279373,0.9579374267281356
4YFF-4CV,1337,nn,mean,MSE,1.0,cam,0.2149211764335632,0.9896701648029824
4U43-3D8,1337,nn,mean,MSE+AC,1.0,cam,0.8383419886231422,0.2795661799945102
4U43-3D8,1337,nn,mean,MSE+UCN,1.0,cam,0.7990468442440033,0.1832473131584172
4U43-3D8,1337,nn,mean,MSE,1.0,cam,0.8539758175611496,0.2265398776021306
5EDH-5MF,1337,nn,mean,MSE+AC,1.0,cam,0.1478518508374691,0.9906690462008452
5EDH-5MF,1337,nn,mean,MSE+UCN,1.0,cam,0.1528070941567421,0.9904909568675024
5EDH-5MF,1337,nn,mean,MSE,1.0,cam,0.1756682023406028,0.9883376041708796
1N1M-A3M,1337,nn,mean,MSE+AC,1.0,cam,0.3083540052175522,0.9867030968136584
1N1M-A3M,1337,nn,mean,MSE+UCN,1.0,cam,0.1976061314344406,0.9920708420268756
1N1M-A3M,1337,nn,mean,MSE,1.0,cam,0.2631158381700516,0.9880507238481558
3U6H-03X,1337,nn,mean,MSE+AC,1.0,cam,0.1656821221113205,0.9889741381115272
3U6H-03X,1337,nn,mean,MSE+UCN,1.0,cam,0.1361486762762069,0.9933769091416744
3U6H-03X,1337,nn,mean,MSE,1.0,cam,0.1015219241380691,0.993796828205162
4FSW-HK6,1337,nn,mean,MSE+AC,1.0,cam,0.5280184149742126,0.807362347572445
4FSW-HK6,1337,nn,mean,MSE+UCN,1.0,cam,0.476909227669239,0.8675553916715354
4FSW-HK6,1337,nn,mean,MSE,1.0,cam,0.6505334824323654,0.8530959697058665
4LY1-20Y,1337,nn,mean,MSE+AC,1.0,cam,0.5268730819225311,0.7913201264764409
4LY1-20Y,1337,nn,mean,MSE+UCN,1.0,cam,0.6086852103471756,0.7534379315398352
4LY1-20Y,1337,nn,mean,MSE,1.0,cam,0.6171107739210129,0.8089128966831524
4GG5-0J3,1337,nn,mean,MSE+AC,1.0,cam,0.2045492678880691,0.996605580472895
4GG5-0J3,1337,nn,mean,MSE+UCN,1.0,cam,0.1895890906453132,0.9838688471601575
4GG5-0J3,1337,nn,mean,MSE,1.0,cam,0.1314175799489021,0.9973841500974684
2ICA-2IC,1337,nn,mean,MSE+AC,1.0,cam,0.4394805580377579,0.964505717233432
2ICA-2IC,1337,nn,mean,MSE+UCN,1.0,cam,0.1954753696918487,0.982081284429038
2ICA-2IC,1337,nn,mean,MSE,1.0,cam,0.2687500715255737,0.97540128590028
4WPF-3SN,1337,,,,,rf,0.3062849034531639,0.9007889936169824
1D8M-BBH,1337,,,,,rf,0.1735902650949619,0.9912402483436716
4AOF-7L0,1337,,,,,rf,0.3233612439687123,0.9642603824087186
4GJ7-0LT,1337,,,,,rf,0.3608891300747398,0.9012312319474652
4LYN-1YG,1337,,,,,rf,0.3559977366024717,0.8853347871350239
3KFC-61X,1337,,,,,rf,0.3921115384979192,0.9642620583000244
2CJI-GSK,1337,,,,,rf,0.1817599163656844,0.9641835828667052
2B36-5PP,1337,,,,,rf,0.4587380628263298,0.8964820084007659
3F5P-741,1337,,,,,rf,0.4073477019186181,0.9650771695197344
3JSI-WTC,1337,,,,,rf,0.2438473336180439,0.9369861371638232
3OOT-SSR,1337,,,,,rf,0.3405396082853779,0.9667568149073696
1CKP-PVB,1337,,,,,rf,0.3918709971337232,0.9696225003828316
4MXC-DWF,1337,,,,,rf,0.2647239207714331,0.9693592572736018
4ID7-1G0,1337,,,,,rf,0.1881901794127616,0.970218684000578
3QAQ-QAQ,1337,,,,,rf,0.2964027209128889,0.9639964811884932
4MXO-DB8,1337,,,,,rf,0.2811790695357143,0.9715873557531076
5AXP-4LK,1337,,,,,rf,0.225240023975562,0.9842549645749932
4OCZ-2RU,1337,,,,,rf,0.2670793660817415,0.97540327555423
4WOT-3SG,1337,,,,,rf,0.2920190253277341,0.9160257788666069
4L23-X6K,1337,,,,,rf,0.6838727385931384,0.4267519330569936
1FLS-WAY,1337,,,,,rf,0.2159847600697161,0.978000064322344
4A7C-E46,1337,,,,,rf,0.2921816066826485,0.9188467019208776
1UHO-VDN,1337,,,,,rf,0.2031679413904385,0.980952315959714
4X6X-S74,1337,,,,,rf,0.2125239836782022,0.9474931895336676
2E9N-76A,1337,,,,,rf,0.305133307073324,0.9812288505116362
3TV7-07Q,1337,,,,,rf,0.6289048871381456,0.8177938055743571
3WZK-O23,1337,,,,,rf,0.2236656945134247,0.9458695863304724
3OCS-746,1337,,,,,rf,0.2427163099487622,0.9707516012061068
1XS7-MMI,1337,,,,,rf,0.3315642203560037,0.9654334747588392
2V0M-KKK,1337,,,,,rf,0.6698127265640231,0.5814602190288914
3FYJ-B97,1337,,,,,rf,0.2570900671048196,0.9616589413395564
4EK6-10K,1337,,,,,rf,0.5851140827617799,0.7820398513415248
1O42-843,1337,,,,,rf,0.3248479533010086,0.9623967996491652
3NUN-JMZ,1337,,,,,rf,0.4273284829441343,0.8647573883215312
4FSR-HKC,1337,,,,,rf,0.310261317527473,0.982110758993036
966C-RS2,1337,,,,,rf,0.297813780638259,0.9714971646886466
4WQP-3SX,1337,,,,,rf,0.2755059696342166,0.9499391141742376
4U43-3D8,1337,,,,,rf,0.4047681678605088,0.9509540335299784
2Q59-240,1337,,,,,rf,0.3032794958984326,0.946724424863833
3TKH-07S,1337,,,,,rf,0.371854059584809,0.9515379007989891
3R43-ID8,1337,,,,,rf,0.2121672060247705,0.9711684323696193
3WZJ-O43,1337,,,,,rf,0.1025894387290324,0.9929633175773064
3I7G-732,1337,,,,,rf,0.2312494348183563,0.9789710337926044
3DBS-GD9,1337,,,,,rf,0.256686199032573,0.9926378804497517
1Z6J-PY3,1337,,,,,rf,0.2544904177252281,0.9726589331271642
2YWP-A42,1337,,,,,rf,0.2699444973782031,0.9767450177654318
4YFF-4CV,1337,,,,,rf,0.2960386203953551,0.9385757561023056
2W8Y-NDR,1337,,,,,rf,0.1958399478694451,0.9720474339210684
2YDI-YDI,1337,,,,,rf,0.2809207798504798,0.9670483960035198
1NAX-IH5,1337,,,,,rf,0.5144600397559321,0.8930088729219714
3OT8-MI5,1337,,,,,rf,0.2912179611975736,0.9671278172592592
4QO8-36U,1337,,,,,rf,0.2506073635171452,0.978827158887958
4JZE-1NK,1337,,,,,rf,0.3233156437221384,0.9615516131692894
3SWZ-TOK,1337,,,,,rf,0.5161614655475492,0.965528316075273
5A09-JJD,1337,,,,,rf,0.3612151251933693,0.837608135414283
4HAI-I23,1337,,,,,rf,0.3146941955560929,0.954074110603006
3HPT-YET,1337,,,,,rf,0.4021222794841139,0.9136906037007728
2R64-740,1337,,,,,rf,0.2513659101332122,0.9653797440803332
2JBO-P4O,1337,,,,,rf,0.2022316905969065,0.9815595627877196
4HMN-16J,1337,,,,,rf,0.279340208526724,0.974052687275912
4JQA-ID8,1337,,,,,rf,0.1482234825966321,0.9749497375132192
3KWB-ORH,1337,,,,,rf,0.3906683510331224,0.8994578513102697
4D08-Q2T,1337,,,,,rf,0.1764161440980765,0.9808157845045852
2YAC-937,1337,,,,,rf,0.3124409182334196,0.9576323305650588
3POZ-03P,1337,,,,,rf,0.3284181477926581,0.9568251579602556
4PM0-32V,1337,,,,,rf,0.2086483445540272,0.9859461198021232
2QN1-0AS,1337,,,,,rf,0.3182702178509294,0.8256731438092036
2WOG-ZZD,1337,,,,,rf,0.2992109087366519,0.9710006030865204
5DXU-5H5,1337,,,,,rf,0.2520323908014167,0.9530352282411648
1OIR-HDY,1337,,,,,rf,0.2733592485792221,0.981739296667518
3EJ1-5BP,1337,,,,,rf,0.2684148672619223,0.9830271677107568
4RX5-3YO,1337,,,,,rf,0.3947881418112384,0.9731871444618936
1ZFQ-ZEC,1337,,,,,rf,0.2937658289099421,0.9399390329438448
1FM9-570,1337,,,,,rf,0.3902593609287142,0.9055344102333034
3W2T-LF7,1337,,,,,rf,0.3311294702774235,0.9737258255390006
2VV9-IM9,1337,,,,,rf,0.2750878502097273,0.9720898697192402
2BKT-RPF,1337,,,,,rf,0.3308102487536333,0.9720670315674562
3DUY-AFJ,1337,,,,,rf,0.4003163653864834,0.949476893858562
3ARN-MSJ,1337,,,,,rf,0.2441289359899029,0.966675901345008
3ZXH-E41,1337,,,,,rf,0.3703199642260882,0.949629208536412
1H01-FAL,1337,,,,,rf,0.2471247060926187,0.977746604122254
2AUX-CT1,1337,,,,,rf,0.3155973524109534,0.9777685172669884
3E37-ED5,1337,,,,,rf,0.3466400697988689,0.9554805348433926
3AYK-CGS,1337,,,,,rf,0.327157530629822,0.992302228986786
5EOL-5QO,1337,,,,,rf,0.2435611623467063,0.9656908125302766
3UFL-508,1337,,,,,rf,0.3767038154800987,0.958908957456786
2WIH-P48,1337,,,,,rf,0.2413671640362107,0.9722025961900176
2V0Z-C41,1337,,,,,rf,0.2172786644621765,0.9603446961828332
2BUB-FPB,1337,,,,,rf,0.2787784400869009,0.9518959881896704
1UDT-VIA,1337,,,,,rf,0.2637719110917353,0.9656867798375118
4JOO-1M4,1337,,,,,rf,0.4150727859486223,0.9369155216957794
4U41-3C8,1337,,,,,rf,0.2924895498322021,0.950355442031476
2B54-D05,1337,,,,,rf,0.1716919941988334,0.988310868068402
2EI6-D92,1337,,,,,rf,0.4095330875869119,0.9255299771221142
5IIS-6CB,1337,,,,,rf,0.399731489047532,0.9080337982569056
3EID-PO5,1337,,,,,rf,0.2924999042141424,0.986812465134123
4ANW-O92,1337,,,,,rf,0.2055397982751056,0.9756961366501142
2F8C-ZOL,1337,,,,,rf,0.6789539119994261,0.8593615818181094
4LY1-20Y,1337,,,,,rf,0.2663888954822811,0.9774668504210794
3D4Q-SM5,1337,,,,,rf,0.2789939960443614,0.987860175169107
2FWZ-H71,1337,,,,,rf,0.16347488405493,0.9877139486193603
4XT9-43V,1337,,,,,rf,0.2891548280031953,0.9472135260245352
4ZIM-4OK,1337,,,,,rf,0.3004498149306076,0.9736518412550654
4KFN-1QR,1337,,,,,rf,0.2209311547178142,0.977344658237032
4IS9-LTF,1337,,,,,rf,0.4146710558919649,0.9479404175620072
5E1E-5JG,1337,,,,,rf,0.2990983487550982,0.9716902965127706
1NFU-RRP,1337,,,,,rf,0.1656910160401436,0.9696939588391734
4RLS-49C,1337,,,,,rf,0.2695562515911301,0.9359745197708004
3ELM-24F,1337,,,,,rf,0.2396678901772566,0.969589561454836
3WK4-S0A,1337,,,,,rf,0.4196491511159869,0.9763004506079064
4TY1-38W,1337,,,,,rf,0.2285621603476635,0.9717759666384462
4YL0-4DZ,1337,,,,,rf,0.1888984020543355,0.9812695793383688
4KAK-06U,1337,,,,,rf,0.1932840841584321,0.9633930932329876
3N7R-N7R,1337,,,,,rf,0.1481079136729065,0.9784440344666314
4ZZI-1NS,1337,,,,,rf,0.2146756990500017,0.9735340700804144
3TJC-0TP,1337,,,,,rf,0.5173045219258511,0.9520423479321104
4XHK-3YR,1337,,,,,rf,0.4667662677543808,0.8724145750637319
1F0R-815,1337,,,,,rf,0.2077482491166455,0.9760329497017642
4OBZ-2S4,1337,,,,,rf,0.2190845947522642,0.9328880786698194
4X7I-3YS,1337,,,,,rf,0.4465131661061944,0.9072353824163472
2CNG-IZE,1337,,,,,rf,0.1148042203839478,0.977355104139402
3NC9-TR3,1337,,,,,rf,0.2155411348798772,0.9706884367414472
2E2B-406,1337,,,,,rf,0.3394547895994192,0.9631820964955418
1Y91-CT9,1337,,,,,rf,0.3097671629128575,0.9808173785789006
4RLI-3SH,1337,,,,,rf,0.4383083902380071,0.7833972656491097
1MS6-BLN,1337,,,,,rf,0.4339437463866411,0.966805243992084
3A2C-PDY,1337,,,,,rf,0.3778348221256674,0.9330285129687084
2X6D-X6D,1337,,,,,rf,0.2353384920351063,0.9469948555408336
1HY7-MBS,1337,,,,,rf,0.3474670332338452,0.9584570416830492
1Q4L-679,1337,,,,,rf,0.1148260686266916,0.981339826049866
4JAI-XU2,1337,,,,,rf,0.5128631290953476,0.7460654404946275
4OBO-2QV,1337,,,,,rf,0.2398897720712891,0.9686140842329566
3VSW-R31,1337,,,,,rf,0.1318352290418269,0.9924209471837664
4AEL-4HN,1337,,,,,rf,0.3959127480497162,0.9415469957543294
4FZ7-0VH,1337,,,,,rf,0.3926085162185889,0.968599457101608
4JR5-1LS,1337,,,,,rf,0.2625444795957809,0.9712574143233602
1IPC-MGP,1337,,,,,rf,0.3334961582463412,0.9703423582343929
5EDH-5MF,1337,,,,,rf,0.2453132466563241,0.9629258077434706
2OJ9-BMI,1337,,,,,rf,0.1823235490712753,0.9709753445893484
2ETM-7PY,1337,,,,,rf,0.2494648755817696,0.9719890485046208
4GL5-G29,1337,,,,,rf,0.2910505649784156,0.9833032964573628
1F40-GPI,1337,,,,,rf,0.3915125841604005,0.8377829556975138
4DDL-0JQ,1337,,,,,rf,0.30023485258765,0.989333689869941
4TPT-35H,1337,,,,,rf,0.364585586028168,0.9809678844018968
1OIQ-HDU,1337,,,,,rf,0.4735571122473675,0.9582040984576676
4XJ0-41B,1337,,,,,rf,0.3577003056396424,0.9630631529890296
1Z6E-IK8,1337,,,,,rf,0.3073177771627037,0.9724274369696831
3N3G-93N,1337,,,,,rf,0.2197655955314598,0.9866899184703324
1KMS-LIH,1337,,,,,rf,0.3490558774453042,0.9678808990488004
3EYG-MI1,1337,,,,,rf,0.4106258039823527,0.9075003770553756
1H1Q-2A6,1337,,,,,rf,0.249303954183859,0.9698422436010852
2J6M-AEE,1337,,,,,rf,0.4179743450354434,0.9803287878629724
2ICA-2IC,1337,,,,,rf,0.2526200180975697,0.954753214400317
4FSW-HK6,1337,,,,,rf,0.3578182086786318,0.9495968603507616
4TPM-35E,1337,,,,,rf,0.4455738335832757,0.9666331195107066
5CF4-50Y,1337,,,,,rf,0.3685805603804036,0.9621238186993678
3VV6-B00,1337,,,,,rf,0.2246806889244287,0.905791350230726
3Q3K-D90,1337,,,,,rf,0.25827142204447,0.9820153131518492
4WT6-3U6,1337,,,,,rf,0.2360278173427813,0.9726474319722324
5HDU-60W,1337,,,,,rf,0.1812899251563027,0.9743996951678272
3VJC-ZGA,1337,,,,,rf,0.3312730075392851,0.9247975915074852
1ZD2-NC3,1337,,,,,rf,0.3831571735654109,0.9438415785743188
3PA3-C70,1337,,,,,rf,0.339583650560606,0.9588530807054756
3IGB-454,1337,,,,,rf,0.1519796211510762,0.9912587158183468
3GW5-72X,1337,,,,,rf,0.2846168326529281,0.9743649085100158
2Q8S-L92,1337,,,,,rf,0.581693714005996,0.8204578991253796
2YDK-YDK,1337,,,,,rf,0.309917106163883,0.9602680402601322
1UZF-X8Z,1337,,,,,rf,0.6081078433939173,0.9449463305472966
3RUK-AER,1337,,,,,rf,0.2675145678834182,0.9865240168937608
1OYN-4RR,1337,,,,,rf,0.3590628649849892,0.9810327819261528
4TV3-ML9,1337,,,,,rf,0.2481531057807248,0.9647373286852596
4EY5-HUP,1337,,,,,rf,0.2002236355386541,0.9561319217011104
1LY3-COG,1337,,,,,rf,0.2954504771463222,0.9814379141346028
1KLK-PMD,1337,,,,,rf,0.721585856467786,0.9615578297120636
3S7S-EXM,1337,,,,,rf,0.2648125724654187,0.9491253503897056
2ITW-STO,1337,,,,,rf,0.2832415060768967,0.9728517893474058
1O46-903,1337,,,,,rf,0.6673440831205532,0.8564034276736975
3U6H-03X,1337,,,,,rf,0.1736869152385161,0.9681884026153884
1XOW-R18,1337,,,,,rf,0.3739914369002268,0.9582099050753624
1RWQ-5AP,1337,,,,,rf,0.4427235971986777,0.9739811598065072
3AOX-EMH,1337,,,,,rf,0.2547571404058788,0.9701670862395182
3PI5-3P5,1337,,,,,rf,0.2768859788193115,0.9182045500058156
2F3E-AXQ,1337,,,,,rf,0.5095748408119557,0.9387695201536194
2G1R-3IG,1337,,,,,rf,0.4681693533833395,0.8613791138619985
1ZTQ-033,1337,,,,,rf,0.2016907682036457,0.9843024136430532
3F7Z-34O,1337,,,,,rf,0.1689198786841116,0.977360138017247
3G3E-G3E,1337,,,,,rf,0.4771904235096489,0.9818169106610608
2FME-3QC,1337,,,,,rf,0.2247977367214302,0.961234362696084
4COD-KV1,1337,,,,,rf,0.175356745272651,0.988668651033384
4Y73-XPY,1337,,,,,rf,0.3476985273113488,0.9471326749806918
3UMW-596,1337,,,,,rf,0.3014084500840258,0.967243165284538
2WEY-EV1,1337,,,,,rf,0.2309705677821044,0.9703976587673772
2FPT-ILB,1337,,,,,rf,0.1505921861459547,0.9874050750495762
3TK5-D1Q,1337,,,,,rf,0.2702596086938227,0.9860886870096688
1DB4-8IN,1337,,,,,rf,0.3225564192157835,0.9700625671928864
2H8H-H8H,1337,,,,,rf,0.2378687450371076,0.9590301044308804
3G6Z-A7T,1337,,,,,rf,0.2584037857922299,0.9599990816770269
4YPQ-4F1,1337,,,,,rf,0.2521917819717785,0.9738707909421694
4O04-2Q8,1337,,,,,rf,0.2884415243820487,0.8291608149454847
2YM8-YM8,1337,,,,,rf,0.4775464651147261,0.8645836385251949
4HBP-17J,1337,,,,,rf,0.2713482175337112,0.9758617105702596
1R0E-DFN,1337,,,,,rf,0.3328628674606522,0.962319740835432
3BZ3-YAM,1337,,,,,rf,0.4910429202894389,0.8154261675322976
1EZQ-RPR,1337,,,,,rf,0.4439350661086763,0.7916047326734337
2P4I-MR9,1337,,,,,rf,0.430385052298857,0.910169169892316
1X0N-DTF,1337,,,,,rf,0.3933663649874927,0.96054761520438
1RDT-570,1337,,,,,rf,0.4534448841681576,0.8802752818726152
4JIA-1K3,1337,,,,,rf,0.3249834037875601,0.9761776320702256
2B55-D31,1337,,,,,rf,0.2221167486526481,0.8596679728137098
3ZIM-KKR,1337,,,,,rf,0.2129604185250788,0.985357549564079
1S63-778,1337,,,,,rf,0.3084174098814237,0.9740652832206632
2VCJ-2EQ,1337,,,,,rf,0.3807187409143404,0.9723478614575356
1X8B-824,1337,,,,,rf,0.1854671470842834,0.9833686961472096
4XMO-46G,1337,,,,,rf,0.518273256536333,0.8348998319029932
4JNM-1LJ,1337,,,,,rf,0.3773617182402943,0.9848514927553133
4D2R-DYK,1337,,,,,rf,0.3869296555736608,0.97426850185506
3IND-593,1337,,,,,rf,0.3507680139662792,0.9434243757518088
