target,seed,conv,pool,loss,lambda1,explainer,rmse_test,pcc_test
3Q32-J2I,1337,nn,mean,MSE,1.0,gradcam,0.1802890077233314,0.987287061499832
3Q32-J2I,1337,nn,mean,MSE+UCN,1.0,gradcam,0.3863799422979355,0.9443764397186216
3Q32-J2I,1337,nn,mean,MSE+AC,1.0,gradcam,0.1707450002431869,0.9763998149376014
4D08-Q2T,1337,nn,mean,MSE,1.0,gradcam,0.1735975742340088,0.982362257241544
4D08-Q2T,1337,nn,mean,MSE+UCN,1.0,gradcam,0.2420231625437736,0.9632384716960726
4D08-Q2T,1337,nn,mean,MSE+AC,1.0,gradcam,0.2132951989769935,0.979936312399898
3DBS-GD9,1337,nn,mean,MSE,1.0,gradcam,0.1573139764368534,0.9954099462756498
3DBS-GD9,1337,nn,mean,MSE+UCN,1.0,gradcam,0.3777280151844024,0.9440930585206544
3DBS-GD9,1337,nn,mean,MSE+AC,1.0,gradcam,0.6079574823379517,0.9899621608628468
1UMT-0DS,1337,nn,mean,MSE,1.0,gradcam,0.1936341375112533,0.9931942580021764
1UMT-0DS,1337,nn,mean,MSE+UCN,1.0,gradcam,0.2137465327978134,0.9856010082604472
1UMT-0DS,1337,nn,mean,MSE+AC,1.0,gradcam,0.0439764866605401,0.9994459820281087
2HXL-422,1337,nn,mean,MSE,1.0,gradcam,0.3100246414542198,0.927502229810806
2HXL-422,1337,nn,mean,MSE+UCN,1.0,gradcam,0.5919705033302307,0.7731495272358245
2HXL-422,1337,nn,mean,MSE+AC,1.0,gradcam,0.3501912355422973,0.9691398987347702
4ID7-1G0,1337,nn,mean,MSE,1.0,gradcam,0.1747918501496315,0.9701814218027256
4ID7-1G0,1337,nn,mean,MSE+UCN,1.0,gradcam,0.2486250698566436,0.9346871751045392
4ID7-1G0,1337,nn,mean,MSE+AC,1.0,gradcam,0.1502366662025451,0.9764312342847458
1H1Q-2A6,1337,nn,mean,MSE,1.0,gradcam,0.239008005708456,0.8896739904398739
1H1Q-2A6,1337,nn,mean,MSE+UCN,1.0,gradcam,0.4713571667671203,0.5427538060830921
1H1Q-2A6,1337,nn,mean,MSE+AC,1.0,gradcam,0.3724591583013534,0.6149303172510548
4OBZ-2S4,1337,nn,mean,MSE,1.0,gradcam,0.2896919995546341,0.9209833802856456
4OBZ-2S4,1337,nn,mean,MSE+UCN,1.0,gradcam,0.2436946481466293,0.9452339902979408
4OBZ-2S4,1337,nn,mean,MSE+AC,1.0,gradcam,0.3014673441648483,0.9144923976285656
4KFN-1QR,1337,nn,mean,MSE,1.0,gradcam,0.3734684810042381,0.8692995968398263
4KFN-1QR,1337,nn,mean,MSE+UCN,1.0,gradcam,0.4574858099222183,0.8245466593325441
4KFN-1QR,1337,nn,mean,MSE+AC,1.0,gradcam,0.4532196074724197,0.944886105342789
3G3E-G3E,1337,nn,mean,MSE,1.0,gradcam,0.4601925909519195,0.995347210920324
3G3E-G3E,1337,nn,mean,MSE+UCN,1.0,gradcam,0.3541626632213592,0.9771009477488676
3G3E-G3E,1337,nn,mean,MSE+AC,1.0,gradcam,0.2425818219780922,0.9934527608756056
5E1E-5JG,1337,nn,mean,MSE,1.0,gradcam,0.2716704308986664,0.9884561493997096
5E1E-5JG,1337,nn,mean,MSE+UCN,1.0,gradcam,0.3466389700770378,0.9797591904165308
5E1E-5JG,1337,nn,mean,MSE+AC,1.0,gradcam,0.2669312357902527,0.9862036667965092
1TFT-997,1337,nn,mean,MSE,1.0,gradcam,0.41123803332448,0.99741989057117
1TFT-997,1337,nn,mean,MSE+UCN,1.0,gradcam,0.451363056898117,0.9877910046736122
1TFT-997,1337,nn,mean,MSE+AC,1.0,gradcam,0.5837246626615524,0.9974385525991184
2OJ9-BMI,1337,nn,mean,MSE,1.0,gradcam,0.3996052965521812,0.837855055792422
2OJ9-BMI,1337,nn,mean,MSE+UCN,1.0,gradcam,0.3826526775956154,0.8387295962013399
2OJ9-BMI,1337,nn,mean,MSE+AC,1.0,gradcam,0.3357406258583069,0.8712799104997955
1Z6J-PY3,1337,nn,mean,MSE,1.0,gradcam,0.2954775840044021,0.971014234261402
1Z6J-PY3,1337,nn,mean,MSE+UCN,1.0,gradcam,0.2125920057296753,0.9781289969659412
1Z6J-PY3,1337,nn,mean,MSE+AC,1.0,gradcam,0.3298465460538864,0.955705669987682
1ZTQ-033,1337,nn,mean,MSE,1.0,gradcam,0.2025151550769806,0.9769611571559622
1ZTQ-033,1337,nn,mean,MSE+UCN,1.0,gradcam,0.2094896584749221,0.951926974839474
1ZTQ-033,1337,nn,mean,MSE+AC,1.0,gradcam,0.1601843684911728,0.9785298752220284
3HPT-YET,1337,nn,mean,MSE,1.0,gradcam,0.4989015311002731,0.9266407602358012
3HPT-YET,1337,nn,mean,MSE+UCN,1.0,gradcam,0.5271753370761871,0.915014650955116
3HPT-YET,1337,nn,mean,MSE+AC,1.0,gradcam,0.4383499920368194,0.9327499247547548
1M17-AQ4,1337,nn,mean,MSE,1.0,gradcam,0.1838728412985801,0.9924963454511616
1M17-AQ4,1337,nn,mean,MSE+UCN,1.0,gradcam,0.3918709456920624,0.9629662405766634
1M17-AQ4,1337,nn,mean,MSE+AC,1.0,gradcam,0.2606589496135711,0.9820496040971132
3CHO-4BG,1337,nn,mean,MSE,1.0,gradcam,0.0968418531119823,0.9980410500485536
3CHO-4BG,1337,nn,mean,MSE+UCN,1.0,gradcam,0.8326487243175507,0.7492562909451772
3CHO-4BG,1337,nn,mean,MSE+AC,1.0,gradcam,0.2946284562349319,0.9861025446211316
4O1L-HO4,1337,nn,mean,MSE,1.0,gradcam,0.1716890931129455,0.9889790793634194
4O1L-HO4,1337,nn,mean,MSE+UCN,1.0,gradcam,0.3720884770154953,0.9493824085365784
4O1L-HO4,1337,nn,mean,MSE+AC,1.0,gradcam,0.2254035919904709,0.9830505737339352
1LD8-U49,1337,nn,mean,MSE,1.0,gradcam,0.1956884264945984,0.9929179886860804
1LD8-U49,1337,nn,mean,MSE+UCN,1.0,gradcam,0.2961415722966194,0.9824666601032522
1LD8-U49,1337,nn,mean,MSE+AC,1.0,gradcam,0.0778619293123483,0.998650758249401
2F3E-AXQ,1337,nn,mean,MSE,1.0,gradcam,0.3864703625440597,0.9147736857839732
2F3E-AXQ,1337,nn,mean,MSE+UCN,1.0,gradcam,0.6412410736083984,0.7597421174480258
2F3E-AXQ,1337,nn,mean,MSE+AC,1.0,gradcam,0.3901715725660324,0.922582430793217
1TFQ-998,1337,nn,mean,MSE,1.0,gradcam,0.2370200008153915,0.9852090447084428
1TFQ-998,1337,nn,mean,MSE+UCN,1.0,gradcam,0.3642721027135849,0.9616615314911188
1TFQ-998,1337,nn,mean,MSE+AC,1.0,gradcam,0.2152647003531456,0.9835889830952756
5EK2-5PJ,1337,nn,mean,MSE,1.0,gradcam,0.8873910903930664,0.8829633599904038
5EK2-5PJ,1337,nn,mean,MSE+UCN,1.0,gradcam,0.8429933339357376,0.845930679426403
5EK2-5PJ,1337,nn,mean,MSE+AC,1.0,gradcam,0.1834781281650066,0.9955975529426364
2B55-D31,1337,nn,mean,MSE,1.0,gradcam,0.44574935734272,0.8828663130337278
2B55-D31,1337,nn,mean,MSE+UCN,1.0,gradcam,0.5579421520233154,0.6228888542208919
2B55-D31,1337,nn,mean,MSE+AC,1.0,gradcam,0.3499498590826988,0.8919018916190504
3FH5-24P,1337,nn,mean,MSE,1.0,gradcam,0.1736806072294712,0.9940754033344597
3FH5-24P,1337,nn,mean,MSE+UCN,1.0,gradcam,0.2753120362758636,0.9772813235740382
3FH5-24P,1337,nn,mean,MSE+AC,1.0,gradcam,0.2233757525682449,0.9863949197531744
2G1R-3IG,1337,nn,mean,MSE,1.0,gradcam,0.5759024322032928,0.9567598075827138
2G1R-3IG,1337,nn,mean,MSE+UCN,1.0,gradcam,0.2920332849025726,0.9707803003498172
2G1R-3IG,1337,nn,mean,MSE+AC,1.0,gradcam,0.1705333366990089,0.991236647726894
4M0F-1YK,1337,nn,mean,MSE,1.0,gradcam,0.3807405307888984,0.9933362950556144
4M0F-1YK,1337,nn,mean,MSE+UCN,1.0,gradcam,0.4399178922176361,0.9821967603616284
4M0F-1YK,1337,nn,mean,MSE+AC,1.0,gradcam,0.3394890204071998,0.9917272078561112
4FSW-HK6,1337,nn,mean,MSE,1.0,gradcam,0.6192973479628563,0.7954814583992896
4FSW-HK6,1337,nn,mean,MSE+UCN,1.0,gradcam,0.5623979642987251,0.8154635079608922
4FSW-HK6,1337,nn,mean,MSE+AC,1.0,gradcam,0.4843624010682106,0.8358667143641001
4WY1-3VO,1337,nn,mean,MSE,1.0,gradcam,0.2207949738949537,0.9564231758021648
4WY1-3VO,1337,nn,mean,MSE+UCN,1.0,gradcam,0.2570672631263733,0.9548128347084816
4WY1-3VO,1337,nn,mean,MSE+AC,1.0,gradcam,0.2829185873270035,0.940852972824334
4COD-KV1,1337,nn,mean,MSE,1.0,gradcam,0.1357385516166687,0.992443187945134
4COD-KV1,1337,nn,mean,MSE+UCN,1.0,gradcam,0.2939084842801094,0.96886703639492
4COD-KV1,1337,nn,mean,MSE+AC,1.0,gradcam,0.1218433789908886,0.9908871591246096
3UFL-508,1337,nn,mean,MSE,1.0,gradcam,0.6095006763935089,0.9908403176705236
3UFL-508,1337,nn,mean,MSE+UCN,1.0,gradcam,0.3622447401285171,0.961950723009774
3UFL-508,1337,nn,mean,MSE+AC,1.0,gradcam,0.5891428291797638,0.9225234859049848
1LJT-HDI,1337,nn,mean,MSE,1.0,gradcam,0.1702486909925937,0.9834876680366637
1LJT-HDI,1337,nn,mean,MSE+UCN,1.0,gradcam,0.2502956017851829,0.9892667677058168
1LJT-HDI,1337,nn,mean,MSE+AC,1.0,gradcam,0.2026590406894683,0.9920272176378716
4RX5-3YO,1337,nn,mean,MSE,1.0,gradcam,0.1571570187807083,0.9919208605701464
4RX5-3YO,1337,nn,mean,MSE+UCN,1.0,gradcam,0.6343769133090973,0.870347117148321
4RX5-3YO,1337,nn,mean,MSE+AC,1.0,gradcam,0.2124636545777321,0.9973384489641498
4RLI-3SH,1337,nn,mean,MSE,1.0,gradcam,0.6280138045549393,0.5533472590449265
4RLI-3SH,1337,nn,mean,MSE+UCN,1.0,gradcam,0.5707111805677414,0.6381686244154845
4RLI-3SH,1337,nn,mean,MSE+AC,1.0,gradcam,0.810887947678566,0.4435575207354189
3DUY-AFJ,1337,nn,mean,MSE,1.0,gradcam,0.4903622716665268,0.8863176389684104
3DUY-AFJ,1337,nn,mean,MSE+UCN,1.0,gradcam,0.7395163923501968,0.8157663139420803
3DUY-AFJ,1337,nn,mean,MSE+AC,1.0,gradcam,0.631098136305809,0.9055248707057104
4OCZ-2RU,1337,nn,mean,MSE,1.0,gradcam,0.1820413693785667,0.9809415138223913
4OCZ-2RU,1337,nn,mean,MSE+UCN,1.0,gradcam,0.2849280759692192,0.952324407081917
4OCZ-2RU,1337,nn,mean,MSE+AC,1.0,gradcam,0.1794584542512893,0.9788554242266138
4MBI-26K,1337,nn,mean,MSE,1.0,gradcam,0.1030666828155517,0.9975687735774434
4MBI-26K,1337,nn,mean,MSE+UCN,1.0,gradcam,0.1705310866236686,0.9845255800231186
4MBI-26K,1337,nn,mean,MSE+AC,1.0,gradcam,0.2238921448588371,0.9684060361299428
3EJ1-5BP,1337,nn,mean,MSE,1.0,gradcam,0.2139756083488464,0.9760678700433392
3EJ1-5BP,1337,nn,mean,MSE+UCN,1.0,gradcam,0.3873592913150787,0.8971921568112787
3EJ1-5BP,1337,nn,mean,MSE+AC,1.0,gradcam,0.2427364811301231,0.9666507989146824
4NR7-2LO,1337,nn,mean,MSE,1.0,gradcam,0.4095831215381622,0.9217910992937632
4NR7-2LO,1337,nn,mean,MSE+UCN,1.0,gradcam,0.2983101308345794,0.936251782625414
4NR7-2LO,1337,nn,mean,MSE+AC,1.0,gradcam,0.3988322466611862,0.926595383703183
5D1J-56H,1337,nn,mean,MSE,1.0,gradcam,0.1395742110908031,0.987743920197166
5D1J-56H,1337,nn,mean,MSE+UCN,1.0,gradcam,0.320997416973114,0.9630550135427508
5D1J-56H,1337,nn,mean,MSE+AC,1.0,gradcam,0.1600323244929313,0.9803772761162728
2YDI-YDI,1337,nn,mean,MSE,1.0,gradcam,0.2121509239077568,0.9915823987626788
2YDI-YDI,1337,nn,mean,MSE+UCN,1.0,gradcam,0.2459397241473198,0.9786631431548806
2YDI-YDI,1337,nn,mean,MSE+AC,1.0,gradcam,0.1980447918176651,0.9887160266316348
2JBO-P4O,1337,nn,mean,MSE,1.0,gradcam,0.1490658745169639,0.9912103923477238
2JBO-P4O,1337,nn,mean,MSE+UCN,1.0,gradcam,0.1880281716585159,0.9863825008900148
2JBO-P4O,1337,nn,mean,MSE+AC,1.0,gradcam,0.1348784677684307,0.9892278406291202
4EY5-HUP,1337,nn,mean,MSE,1.0,gradcam,0.6181881129741669,0.9883693316524214
4EY5-HUP,1337,nn,mean,MSE+UCN,1.0,gradcam,1.0375945270061493,0.9345420564862178
4EY5-HUP,1337,nn,mean,MSE+AC,1.0,gradcam,0.6453989446163177,0.9933024316165028
3KWZ-KWZ,1337,nn,mean,MSE,1.0,gradcam,0.2989776134490967,0.9507175901593514
3KWZ-KWZ,1337,nn,mean,MSE+UCN,1.0,gradcam,0.3263073191046715,0.8869291388862591
3KWZ-KWZ,1337,nn,mean,MSE+AC,1.0,gradcam,0.2155302837491035,0.9647834971685884
2GM1-2AZ,1337,nn,mean,MSE,1.0,gradcam,0.2765223830938339,0.9801693992377704
2GM1-2AZ,1337,nn,mean,MSE+UCN,1.0,gradcam,0.1629103794693946,0.9852360238382454
2GM1-2AZ,1337,nn,mean,MSE+AC,1.0,gradcam,0.1795022338628769,0.987393524747512
1OIQ-HDU,1337,nn,mean,MSE,1.0,gradcam,0.7080272734165192,0.9880453117096196
1OIQ-HDU,1337,nn,mean,MSE+UCN,1.0,gradcam,0.6211017817258835,0.9845892041197628
1OIQ-HDU,1337,nn,mean,MSE+AC,1.0,gradcam,1.1461476683616638,-0.0426876580735343
1XS7-MMI,1337,nn,mean,MSE,1.0,gradcam,0.256485678255558,0.9616640424678032
1XS7-MMI,1337,nn,mean,MSE+UCN,1.0,gradcam,0.7297987341880798,0.8276930690119062
1XS7-MMI,1337,nn,mean,MSE+AC,1.0,gradcam,0.3757348507642746,0.950804202969552
4YL0-4DZ,1337,nn,mean,MSE,1.0,gradcam,0.4556650817394256,0.9887601896504398
4YL0-4DZ,1337,nn,mean,MSE+UCN,1.0,gradcam,0.9539848864078522,0.8506170036776313
4YL0-4DZ,1337,nn,mean,MSE+AC,1.0,gradcam,0.4410104602575302,0.9852497278530914
1RWQ-5AP,1337,nn,mean,MSE,1.0,gradcam,1.9480541087687016,0.8658490686306222
1RWQ-5AP,1337,nn,mean,MSE+UCN,1.0,gradcam,1.1442612409591677,0.9354658242491978
1RWQ-5AP,1337,nn,mean,MSE+AC,1.0,gradcam,1.5057314932346344,0.9112386642627064
2B52-D42,1337,nn,mean,MSE,1.0,gradcam,0.2324537336826324,0.9622677703643664
2B52-D42,1337,nn,mean,MSE+UCN,1.0,gradcam,0.2471875250339508,0.8984736968770555
2B52-D42,1337,nn,mean,MSE+AC,1.0,gradcam,0.1758625656366348,0.9515889978772416
1NFU-RRP,1337,nn,mean,MSE,1.0,gradcam,0.2193526104092598,0.9515296885435856
1NFU-RRP,1337,nn,mean,MSE+UCN,1.0,gradcam,0.2964719459414482,0.87790497847846
1NFU-RRP,1337,nn,mean,MSE+AC,1.0,gradcam,0.2495806589722633,0.9586352737638256
1N1M-A3M,1337,nn,mean,MSE,1.0,gradcam,0.2289994657039642,0.9885237577585968
1N1M-A3M,1337,nn,mean,MSE+UCN,1.0,gradcam,0.2104020863771438,0.9916225108799648
1N1M-A3M,1337,nn,mean,MSE+AC,1.0,gradcam,0.2711699306964874,0.9882969353479492
4X6X-S74,1337,nn,mean,MSE,1.0,gradcam,0.1796694621443748,0.9758539611194784
4X6X-S74,1337,nn,mean,MSE+UCN,1.0,gradcam,0.135853286832571,0.9782438323267242
4X6X-S74,1337,nn,mean,MSE+AC,1.0,gradcam,0.0825620256364345,0.992002738744836
1G5S-I17,1337,nn,mean,MSE,1.0,gradcam,0.1447679586708545,0.9957475672713711
1G5S-I17,1337,nn,mean,MSE+UCN,1.0,gradcam,0.1950137242674827,0.9918075525488368
1G5S-I17,1337,nn,mean,MSE+AC,1.0,gradcam,0.1078925319015979,0.997266327777724
3U9N-09H,1337,nn,mean,MSE,1.0,gradcam,0.3138388022780418,0.927295264149022
3U9N-09H,1337,nn,mean,MSE+UCN,1.0,gradcam,0.4959721714258194,0.8664094732777756
3U9N-09H,1337,nn,mean,MSE+AC,1.0,gradcam,0.2758204713463783,0.9882202895077338
1FLS-WAY,1337,nn,mean,MSE,1.0,gradcam,0.1866832301020622,0.9852411208864594
1FLS-WAY,1337,nn,mean,MSE+UCN,1.0,gradcam,0.1763740479946136,0.9838363451227246
1FLS-WAY,1337,nn,mean,MSE+AC,1.0,gradcam,0.1611811071634292,0.9881196771252564
1NAV-IH5,1337,nn,mean,MSE,1.0,gradcam,2.242891728878021,0.965525827714893
1NAV-IH5,1337,nn,mean,MSE+UCN,1.0,gradcam,0.4316884875297546,0.9856019326900696
1NAV-IH5,1337,nn,mean,MSE+AC,1.0,gradcam,0.5108105093240738,0.9971449920448028
1RNE-C60,1337,nn,mean,MSE,1.0,gradcam,0.1799015514552593,0.9845896980314676
1RNE-C60,1337,nn,mean,MSE+UCN,1.0,gradcam,0.2854313626885414,0.96390116325265
1RNE-C60,1337,nn,mean,MSE+AC,1.0,gradcam,0.20786864310503,0.9796275885656254
3VJC-ZGA,1337,nn,mean,MSE,1.0,gradcam,1.9820308834314344,0.0275230841662482
3VJC-ZGA,1337,nn,mean,MSE+UCN,1.0,gradcam,3.3380249440670013,-0.0614523398856507
3VJC-ZGA,1337,nn,mean,MSE+AC,1.0,gradcam,1.3675118908286097,0.0582925051984578
2VCJ-2EQ,1337,nn,mean,MSE,1.0,gradcam,0.2200465425848961,0.0
2VCJ-2EQ,1337,nn,mean,MSE+UCN,1.0,gradcam,0.3623083308339119,0.0
2VCJ-2EQ,1337,nn,mean,MSE+AC,1.0,gradcam,0.3194518461823463,0.0
3G0B-T22,1337,nn,mean,MSE,1.0,gradcam,0.2369855307042598,0.9653366727954352
3G0B-T22,1337,nn,mean,MSE+UCN,1.0,gradcam,0.5282245501875877,0.7814506870663446
3G0B-T22,1337,nn,mean,MSE+AC,1.0,gradcam,0.4286189004778862,0.8698986939328072
4WPF-3SN,1337,nn,mean,MSE,1.0,gradcam,0.229674644768238,0.8650149341007602
4WPF-3SN,1337,nn,mean,MSE+UCN,1.0,gradcam,0.3268984630703926,0.8457593423605193
4WPF-3SN,1337,nn,mean,MSE+AC,1.0,gradcam,0.24556515365839,0.83347204833459
4FSR-HKC,1337,nn,mean,MSE,1.0,gradcam,0.2021031305193901,0.9941318755815708
4FSR-HKC,1337,nn,mean,MSE+UCN,1.0,gradcam,0.215481624007225,0.9921785975620162
4FSR-HKC,1337,nn,mean,MSE+AC,1.0,gradcam,0.1841068193316459,0.9942321188307842
2HYY-STI,1337,nn,mean,MSE,1.0,gradcam,0.4474412798881531,0.9406995525572563
